0.000 212.752 0.000
0.186 181.667 81.526
0.373 127.152 119.467
0.559 77.470 134.705
0.744 30.159 131.251
0.929 -4.607 112.455
1.113 -24.817 88.868
1.296 -33.923 66.596
1.477 -35.818 48.224
1.658 -33.609 34.304
1.837 -29.595 24.625
2.015 -25.443 18.171
2.192 -21.745 13.797
2.367 -18.629 10.771
2.540 -16.041 8.564
2.712 -13.816 6.927
2.882 -11.943 5.755
3.051 -10.407 4.845
3.219 -9.061 4.095
3.385 -7.867 3.541
3.549 -6.853 3.113
3.712 -5.950 2.754
3.874 -5.128 2.487
4.035 -4.400 2.294
4.194 -3.740 2.151
4.353 -3.131 2.059
4.510 -2.572 2.016
4.667 -2.035 2.016
4.823 -1.508 2.100
4.979 -1.029 2.304
5.134 -0.658 2.637
5.289 -0.481 3.061
5.443 -0.557 3.439
5.598 -0.758 3.607
5.752 -0.901 3.642
5.907 -1.018 3.662
6.063 -1.152 3.646
6.218 -1.269 3.580
6.375 -1.359 3.507
6.532 -1.457 3.440
6.691 -1.583 3.357
6.850 -1.736 3.222
7.012 -1.865 3.003
7.174 -1.907 2.747
7.339 -1.894 2.532
7.506 -1.888 2.329
7.675 -1.849 2.099
7.847 -1.755 1.900
8.021 -1.660 1.745
8.199 -1.570 1.594
8.380 -1.462 1.457
8.565 -1.358 1.347
8.754 -1.256 1.234
8.947 -1.134 1.145
9.145 -1.033 1.088
9.349 -0.955 1.019
9.558 -0.860 0.946
9.774 -0.767 0.900
9.996 -0.697 0.851
10.226 -0.617 0.792
10.464 -0.531 0.754
10.711 -0.467 0.721
10.967 -0.403 0.673
11.234 -0.328 0.636
11.512 -0.267 0.607
11.802 -0.207 0.570
12.107 -0.148 0.544
12.426 -0.102 0.505
12.762 -0.039 0.468
13.115 0.017 0.432
13.489 0.081 0.402
13.885 0.139 0.373
14.306 0.203 0.352
14.754 0.255 0.335
15.232 0.310 0.314
15.744 0.371 0.310
16.295 0.392 0.319
16.889 0.393 0.281
17.532 0.433 0.220
18.230 0.496 0.173
18.992 0.563 0.142
19.827 0.631 0.118
20.746 0.702 0.098
21.763 0.793 0.089
22.895 0.870 0.142
24.163 0.895 0.194
25.594 0.889 0.225
27.220 0.860 0.224
29.085 0.862 0.144
31.244 0.941 0.136
33.774 0.986 0.156
36.776 1.012 0.180
40.397 1.022 0.232
44.846 0.985 0.254
50.442 0.934 0.258
57.687 0.864 0.198
67.430 0.858 0.126
81.218 0.874 0.059
102.210 0.919 0.007
138.007 0.965 0.000
