0.000 822.270 -0.000
0.200 456.576 542.850
0.401 -11.512 469.524
0.601 -131.119 244.781
0.800 -117.700 123.232
0.999 -89.483 67.539
1.197 -67.306 40.701
1.393 -51.682 26.368
1.589 -40.560 18.006
1.783 -32.446 12.795
1.976 -26.346 9.399
2.168 -21.665 7.131
2.358 -18.024 5.571
2.546 -15.149 4.462
2.733 -12.840 3.649
2.918 -10.958 3.031
3.101 -9.391 2.548
3.283 -8.060 2.169
3.464 -6.915 1.873
3.642 -5.918 1.645
3.819 -5.041 1.472
3.995 -4.262 1.341
4.169 -3.555 1.243
4.342 -2.898 1.179
4.514 -2.276 1.153
4.685 -1.669 1.173
4.855 -1.062 1.261
5.024 -0.449 1.462
5.192 0.132 1.846
5.359 0.558 2.455
5.526 0.666 3.212
5.692 0.365 3.900
5.859 -0.196 4.251
6.025 -0.722 4.272
6.191 -1.113 4.137
6.357 -1.407 3.945
6.524 -1.630 3.715
6.691 -1.802 3.467
6.859 -1.930 3.182
7.028 -1.973 2.877
7.198 -1.950 2.618
7.369 -1.922 2.391
7.542 -1.872 2.161
7.716 -1.784 1.955
7.892 -1.690 1.783
8.071 -1.589 1.622
8.251 -1.471 1.487
8.435 -1.362 1.386
8.621 -1.274 1.290
8.810 -1.180 1.187
9.003 -1.074 1.107
9.200 -0.988 1.045
9.401 -0.909 0.970
9.606 -0.813 0.903
9.816 -0.727 0.857
10.032 -0.651 0.806
10.254 -0.568 0.762
10.482 -0.493 0.732
10.717 -0.432 0.700
10.959 -0.372 0.665
11.210 -0.312 0.629
11.469 -0.251 0.598
11.738 -0.195 0.570
12.018 -0.144 0.542
12.309 -0.097 0.514
12.613 -0.049 0.476
12.931 0.007 0.446
13.263 0.057 0.416
13.612 0.111 0.388
13.979 0.164 0.360
14.366 0.220 0.339
14.775 0.271 0.319
15.209 0.329 0.300
15.669 0.395 0.303
16.159 0.421 0.337
16.683 0.384 0.313
17.244 0.422 0.245
17.847 0.468 0.200
18.497 0.527 0.163
19.201 0.587 0.138
19.965 0.647 0.117
20.800 0.712 0.099
21.714 0.796 0.095
22.720 0.865 0.142
23.834 0.887 0.189
25.074 0.889 0.211
26.463 0.881 0.236
28.029 0.841 0.198
29.809 0.886 0.120
31.850 0.960 0.142
34.213 0.989 0.155
36.980 1.017 0.178
40.265 1.027 0.231
44.224 0.993 0.251
49.087 0.952 0.269
55.199 0.873 0.222
63.110 0.860 0.157
73.739 0.859 0.091
88.764 0.890 0.034
111.604 0.936 0.001
