0.000 188.956 -0.000
0.185 144.815 88.202
0.371 73.753 105.656
0.556 33.542 89.193
0.740 15.262 71.059
0.924 7.848 57.616
1.107 4.568 49.457
1.288 1.778 44.513
1.469 -1.027 40.760
1.649 -4.018 37.786
1.827 -7.371 34.513
2.004 -10.274 30.622
2.180 -12.401 26.287
2.354 -13.353 21.755
2.526 -13.105 17.756
2.697 -12.250 14.638
2.867 -11.200 12.261
3.034 -10.161 10.461
3.201 -9.208 9.029
3.366 -8.331 7.880
3.530 -7.537 6.902
3.692 -6.722 6.068
3.853 -5.917 5.469
4.012 -5.214 5.037
4.171 -4.578 4.722
4.329 -4.022 4.529
4.486 -3.555 4.421
4.641 -3.165 4.403
4.797 -2.908 4.485
4.951 -2.852 4.585
5.106 -2.981 4.567
5.260 -3.156 4.332
5.413 -3.210 3.943
5.567 -3.116 3.532
5.721 -2.908 3.161
5.875 -2.614 2.870
6.029 -2.276 2.695
6.184 -1.948 2.646
6.340 -1.686 2.711
6.496 -1.549 2.847
6.654 -1.549 2.966
6.813 -1.628 3.007
6.973 -1.739 2.976
7.135 -1.857 2.867
7.299 -1.940 2.691
7.465 -1.970 2.485
7.633 -1.946 2.277
7.804 -1.889 2.095
7.978 -1.832 1.928
8.155 -1.758 1.752
8.335 -1.652 1.597
8.519 -1.543 1.468
8.707 -1.430 1.351
8.899 -1.314 1.257
9.097 -1.206 1.175
9.300 -1.097 1.105
9.508 -1.002 1.057
9.723 -0.929 1.003
9.944 -0.854 0.939
10.173 -0.772 0.879
10.410 -0.691 0.828
10.656 -0.616 0.780
10.911 -0.543 0.735
11.177 -0.474 0.690
11.454 -0.406 0.644
11.744 -0.333 0.600
12.047 -0.262 0.568
12.366 -0.205 0.534
12.700 -0.144 0.489
13.054 -0.073 0.451
13.426 -0.004 0.418
13.822 0.067 0.397
14.241 0.123 0.380
14.688 0.177 0.355
15.166 0.235 0.337
15.678 0.283 0.323
16.228 0.318 0.304
16.822 0.354 0.274
17.464 0.388 0.230
18.162 0.447 0.179
18.924 0.519 0.142
19.759 0.591 0.117
20.679 0.666 0.098
21.698 0.755 0.086
22.832 0.846 0.121
24.104 0.887 0.193
25.539 0.872 0.225
27.171 0.849 0.214
29.044 0.865 0.155
31.215 0.930 0.144
33.760 0.975 0.164
36.786 0.999 0.188
40.439 1.006 0.234
44.936 0.972 0.248
50.603 0.934 0.254
57.961 0.860 0.198
67.891 0.855 0.122
82.014 0.875 0.056
103.675 0.921 0.006
141.059 0.966 0.000
