0.000 522.105 -0.000
0.200 355.869 299.936
0.399 100.293 334.427
0.598 -34.824 243.007
0.797 -76.550 151.666
0.995 -75.614 90.280
1.192 -63.162 55.766
1.388 -51.319 36.231
1.583 -41.444 24.416
1.776 -33.621 17.150
1.969 -27.541 12.462
2.159 -22.767 9.352
2.348 -19.018 7.236
2.536 -16.036 5.719
2.722 -13.606 4.621
2.906 -11.626 3.809
3.089 -9.977 3.177
3.270 -8.571 2.695
3.449 -7.375 2.325
3.627 -6.336 2.030
3.803 -5.417 1.806
3.978 -4.603 1.638
4.152 -3.869 1.514
4.324 -3.192 1.432
4.495 -2.560 1.390
4.665 -1.949 1.396
4.834 -1.344 1.474
5.002 -0.748 1.665
5.169 -0.200 2.021
5.336 0.190 2.576
5.502 0.272 3.237
5.668 0.027 3.787
5.834 -0.388 4.087
5.999 -0.821 4.159
6.165 -1.185 4.055
6.331 -1.437 3.875
6.497 -1.621 3.685
6.664 -1.779 3.488
6.831 -1.923 3.249
7.000 -2.001 2.962
7.169 -1.997 2.693
7.340 -1.974 2.466
7.512 -1.937 2.234
7.687 -1.857 2.017
7.863 -1.760 1.837
8.041 -1.662 1.675
8.222 -1.551 1.529
8.405 -1.435 1.414
8.592 -1.339 1.316
8.781 -1.242 1.210
8.974 -1.128 1.125
9.172 -1.036 1.066
9.373 -0.958 0.993
9.579 -0.861 0.922
9.791 -0.770 0.877
10.008 -0.697 0.828
10.230 -0.616 0.777
10.460 -0.536 0.741
10.697 -0.470 0.708
10.941 -0.406 0.670
11.194 -0.340 0.637
11.456 -0.281 0.609
11.728 -0.226 0.577
12.011 -0.171 0.547
12.306 -0.122 0.518
12.614 -0.071 0.479
12.936 -0.014 0.449
13.274 0.038 0.418
13.629 0.094 0.390
14.003 0.150 0.362
14.398 0.208 0.341
14.815 0.260 0.322
15.259 0.319 0.304
15.730 0.382 0.310
16.233 0.397 0.335
16.772 0.378 0.298
17.349 0.417 0.237
17.972 0.468 0.191
18.644 0.530 0.157
19.374 0.592 0.132
20.169 0.654 0.112
21.038 0.724 0.096
21.994 0.812 0.098
23.049 0.873 0.161
24.221 0.882 0.197
25.531 0.885 0.221
27.004 0.862 0.234
28.673 0.841 0.161
30.581 0.917 0.123
32.781 0.972 0.152
35.347 0.995 0.162
38.376 1.021 0.201
42.006 1.014 0.243
46.432 0.972 0.266
51.945 0.905 0.247
58.998 0.864 0.185
68.334 0.857 0.121
81.262 0.874 0.059
100.334 0.915 0.008
131.258 0.960 0.000
