0.000 171.739 0.000
0.186 142.856 67.006
0.372 95.338 90.860
0.558 60.752 94.010
0.743 33.702 89.987
0.927 14.230 80.268
1.111 2.184 70.254
1.294 -6.566 61.951
1.475 -14.266 53.928
1.655 -20.307 44.503
1.834 -22.968 34.460
2.012 -22.415 25.865
2.188 -20.347 19.669
2.363 -18.066 15.299
2.536 -15.847 12.109
2.708 -13.795 9.840
2.878 -12.060 8.224
3.047 -10.638 6.975
3.214 -9.403 5.931
3.379 -8.261 5.088
3.544 -7.235 4.449
3.706 -6.326 3.940
3.868 -5.490 3.548
4.029 -4.738 3.275
4.188 -4.079 3.087
4.346 -3.494 2.954
4.504 -2.954 2.873
4.660 -2.440 2.864
4.816 -1.975 2.969
4.971 -1.629 3.191
5.126 -1.469 3.477
5.281 -1.534 3.712
5.435 -1.731 3.737
5.589 -1.857 3.561
5.744 -1.828 3.331
5.898 -1.696 3.168
6.053 -1.543 3.094
6.209 -1.416 3.097
6.365 -1.358 3.158
6.522 -1.399 3.220
6.680 -1.510 3.221
6.840 -1.643 3.154
7.001 -1.777 3.019
7.164 -1.871 2.820
7.328 -1.904 2.603
7.494 -1.901 2.394
7.663 -1.871 2.185
7.835 -1.807 1.987
8.009 -1.724 1.815
8.187 -1.635 1.656
8.367 -1.530 1.514
8.552 -1.424 1.393
8.741 -1.317 1.281
8.934 -1.201 1.186
9.132 -1.092 1.115
9.335 -1.000 1.053
9.544 -0.912 0.991
9.760 -0.827 0.935
9.982 -0.750 0.880
10.212 -0.669 0.824
10.449 -0.586 0.781
10.695 -0.518 0.745
10.952 -0.455 0.698
11.218 -0.384 0.651
11.496 -0.313 0.616
11.786 -0.248 0.580
12.090 -0.187 0.552
12.409 -0.136 0.514
12.745 -0.074 0.476
13.098 -0.013 0.439
13.472 0.054 0.408
13.868 0.116 0.382
14.288 0.177 0.364
14.736 0.227 0.345
15.214 0.282 0.324
15.726 0.336 0.315
16.277 0.364 0.309
16.871 0.383 0.278
17.513 0.416 0.224
18.212 0.479 0.174
18.974 0.549 0.141
19.809 0.618 0.118
20.728 0.689 0.098
21.746 0.780 0.087
22.879 0.863 0.132
24.148 0.895 0.194
25.580 0.883 0.226
27.208 0.855 0.220
29.075 0.864 0.148
31.238 0.938 0.139
33.773 0.982 0.159
36.782 1.007 0.183
40.413 1.016 0.232
44.876 0.981 0.252
50.493 0.934 0.257
57.772 0.863 0.198
67.570 0.857 0.125
81.456 0.874 0.058
102.643 0.920 0.006
138.897 0.965 0.000
