0.000 198.226 -0.000
0.185 123.635 107.140
0.370 41.258 97.410
0.554 16.850 68.183
0.738 9.500 54.108
0.922 3.553 45.305
1.104 -0.626 37.489
1.286 -2.519 30.517
1.466 -2.652 25.191
1.645 -1.910 21.397
1.823 -0.878 19.223
2.000 -0.431 18.137
2.175 -0.537 17.285
2.349 -0.851 16.467
2.521 -1.247 15.627
2.691 -1.572 14.782
2.860 -1.818 14.063
3.028 -2.078 13.507
3.194 -2.506 13.092
3.359 -3.204 12.538
3.522 -3.854 11.606
3.684 -4.162 10.541
3.844 -4.209 9.577
4.004 -4.122 8.761
4.162 -3.939 8.066
4.319 -3.661 7.564
4.476 -3.445 7.320
4.632 -3.466 7.207
4.786 -3.723 6.996
4.941 -4.037 6.558
5.095 -4.240 5.954
5.248 -4.282 5.287
5.402 -4.163 4.642
5.555 -3.927 4.079
5.708 -3.615 3.615
5.862 -3.263 3.265
6.016 -2.913 3.022
6.171 -2.585 2.871
6.326 -2.305 2.801
6.482 -2.090 2.786
6.640 -1.951 2.800
6.798 -1.887 2.807
6.958 -1.874 2.784
7.120 -1.902 2.717
7.283 -1.931 2.582
7.449 -1.913 2.418
7.617 -1.865 2.261
7.787 -1.805 2.118
7.961 -1.745 1.981
8.137 -1.682 1.838
8.317 -1.597 1.692
8.501 -1.493 1.568
8.688 -1.390 1.462
8.880 -1.286 1.370
9.077 -1.188 1.292
9.279 -1.094 1.222
9.488 -1.007 1.164
9.701 -0.936 1.111
9.923 -0.874 1.048
10.151 -0.806 0.978
10.387 -0.730 0.914
10.633 -0.660 0.859
10.888 -0.592 0.800
11.153 -0.521 0.745
11.429 -0.452 0.691
11.718 -0.381 0.641
12.021 -0.311 0.589
12.338 -0.234 0.545
12.672 -0.162 0.509
13.025 -0.093 0.474
13.397 -0.025 0.448
13.791 0.033 0.420
14.210 0.091 0.391
14.656 0.148 0.360
15.132 0.208 0.331
15.643 0.271 0.313
16.191 0.315 0.302
16.783 0.342 0.273
17.424 0.390 0.226
18.120 0.448 0.188
18.880 0.508 0.148
19.713 0.583 0.114
20.631 0.663 0.096
21.647 0.750 0.085
22.778 0.842 0.113
24.046 0.889 0.186
25.477 0.875 0.216
27.104 0.866 0.204
28.971 0.884 0.170
31.135 0.932 0.158
33.673 0.975 0.174
36.688 0.995 0.204
40.329 0.990 0.236
44.810 0.962 0.237
50.456 0.941 0.248
57.785 0.863 0.201
67.672 0.853 0.122
81.728 0.876 0.057
103.272 0.921 0.006
140.415 0.966 0.000
