0.000 1082.082 -0.000
0.200 539.636 723.898
0.400 -54.074 570.720
0.599 -173.902 279.851
0.798 -144.746 136.740
0.996 -107.144 74.249
1.193 -79.685 44.583
1.389 -60.821 28.900
1.584 -47.641 19.794
1.778 -38.114 14.103
1.970 -30.992 10.389
2.161 -25.552 7.900
2.351 -21.327 6.182
2.539 -17.995 4.959
2.725 -15.323 4.057
2.910 -13.145 3.371
3.093 -11.335 2.835
3.274 -9.802 2.411
3.454 -8.485 2.079
3.632 -7.341 1.822
3.809 -6.340 1.625
3.984 -5.452 1.473
4.158 -4.651 1.357
4.330 -3.913 1.276
4.502 -3.218 1.234
4.672 -2.547 1.239
4.841 -1.884 1.311
5.010 -1.219 1.490
5.177 -0.582 1.846
5.344 -0.085 2.427
5.511 0.118 3.182
5.677 -0.111 3.918
5.842 -0.657 4.316
6.008 -1.180 4.348
6.174 -1.558 4.215
6.340 -1.840 4.026
6.506 -2.055 3.791
6.673 -2.212 3.535
6.840 -2.325 3.247
7.008 -2.355 2.937
7.177 -2.316 2.671
7.348 -2.273 2.442
7.520 -2.211 2.207
7.693 -2.108 1.996
7.869 -1.999 1.822
8.046 -1.887 1.660
8.226 -1.759 1.522
8.408 -1.638 1.417
8.593 -1.538 1.320
8.782 -1.435 1.217
8.973 -1.320 1.132
9.169 -1.222 1.068
9.368 -1.134 0.992
9.572 -1.031 0.923
9.781 -0.934 0.873
9.995 -0.849 0.823
10.215 -0.758 0.777
10.441 -0.675 0.746
10.674 -0.606 0.715
10.914 -0.540 0.678
11.163 -0.471 0.640
11.420 -0.403 0.610
11.686 -0.342 0.582
11.963 -0.283 0.552
12.251 -0.228 0.525
12.551 -0.176 0.489
12.865 -0.116 0.458
13.193 -0.061 0.427
13.537 -0.002 0.398
13.899 0.056 0.369
14.280 0.117 0.346
14.683 0.174 0.326
15.109 0.234 0.306
15.562 0.304 0.299
16.043 0.360 0.332
16.557 0.313 0.338
17.107 0.348 0.258
17.698 0.396 0.213
18.334 0.457 0.173
19.022 0.521 0.146
19.768 0.583 0.124
20.581 0.651 0.105
21.471 0.732 0.095
22.449 0.813 0.125
23.530 0.854 0.183
24.731 0.856 0.206
26.073 0.859 0.232
27.583 0.825 0.222
29.294 0.839 0.132
31.251 0.924 0.132
33.509 0.966 0.153
36.143 0.994 0.168
39.255 1.015 0.216
42.986 0.997 0.246
47.539 0.959 0.273
53.216 0.879 0.238
60.488 0.860 0.174
70.128 0.853 0.111
83.509 0.877 0.051
103.310 0.911 0.006
