0.000 357.343 -0.000
0.200 272.463 181.385
0.399 125.013 230.064
0.598 23.763 203.381
0.796 -34.513 152.719
0.994 -54.907 101.406
1.191 -53.945 65.212
1.387 -47.038 42.920
1.581 -39.442 28.903
1.774 -32.528 20.151
1.966 -26.880 14.576
2.157 -22.335 10.882
2.346 -18.720 8.382
2.533 -15.824 6.579
2.719 -13.424 5.277
2.903 -11.463 4.337
3.085 -9.836 3.605
3.266 -8.439 3.049
3.445 -7.253 2.630
3.623 -6.227 2.293
3.799 -5.316 2.036
3.974 -4.508 1.846
4.147 -3.781 1.706
4.319 -3.114 1.615
4.490 -2.494 1.570
4.660 -1.899 1.572
4.828 -1.313 1.652
4.996 -0.749 1.850
5.164 -0.254 2.205
5.330 0.064 2.728
5.496 0.083 3.301
5.662 -0.152 3.720
5.827 -0.473 3.943
5.992 -0.819 4.015
6.158 -1.134 3.931
6.324 -1.349 3.773
6.490 -1.504 3.617
6.656 -1.653 3.460
6.824 -1.808 3.259
6.992 -1.912 2.990
7.161 -1.927 2.720
7.332 -1.908 2.494
7.504 -1.883 2.270
7.678 -1.818 2.048
7.854 -1.723 1.860
8.032 -1.628 1.699
8.213 -1.524 1.551
8.396 -1.412 1.428
8.582 -1.314 1.327
8.772 -1.218 1.219
8.965 -1.102 1.132
9.162 -1.008 1.075
9.363 -0.933 1.004
9.569 -0.839 0.931
9.781 -0.748 0.887
9.997 -0.678 0.839
10.220 -0.600 0.784
10.450 -0.519 0.747
10.686 -0.455 0.714
10.930 -0.392 0.674
11.183 -0.324 0.640
11.445 -0.266 0.613
11.717 -0.213 0.580
12.000 -0.156 0.550
12.295 -0.109 0.521
12.603 -0.059 0.482
12.925 -0.002 0.451
13.263 0.050 0.419
13.618 0.106 0.391
13.992 0.161 0.364
14.387 0.218 0.344
14.804 0.270 0.326
15.248 0.325 0.307
15.720 0.385 0.309
16.223 0.405 0.330
16.762 0.388 0.299
17.340 0.424 0.237
17.963 0.475 0.191
18.636 0.537 0.157
19.366 0.598 0.132
20.162 0.659 0.112
21.032 0.728 0.095
21.989 0.817 0.096
23.046 0.879 0.159
24.221 0.888 0.196
25.533 0.890 0.222
27.009 0.865 0.233
28.683 0.846 0.161
30.596 0.921 0.124
32.803 0.975 0.153
35.378 0.998 0.163
38.419 1.023 0.202
42.065 1.014 0.243
46.514 0.972 0.265
52.061 0.905 0.246
59.163 0.865 0.184
68.576 0.858 0.120
81.634 0.876 0.058
100.946 0.917 0.007
132.382 0.961 0.000
