0.000 795.718 -0.000
0.201 451.947 515.761
0.402 9.931 461.142
0.603 -119.570 253.841
0.803 -115.593 131.690
1.003 -90.343 72.912
1.201 -68.831 44.094
1.399 -53.260 28.535
1.595 -41.951 19.421
1.790 -33.631 13.771
1.984 -27.347 10.094
2.176 -22.518 7.646
2.366 -18.758 5.962
2.555 -15.785 4.762
2.743 -13.392 3.885
2.928 -11.443 3.222
3.113 -9.818 2.703
3.295 -8.439 2.300
3.476 -7.254 1.986
3.655 -6.224 1.743
3.833 -5.317 1.558
4.009 -4.512 1.418
4.184 -3.781 1.314
4.358 -3.104 1.247
4.530 -2.464 1.219
4.701 -1.840 1.240
4.872 -1.217 1.334
5.041 -0.593 1.549
5.210 -0.013 1.956
5.378 0.387 2.587
5.545 0.440 3.337
5.712 0.106 3.960
5.879 -0.430 4.253
6.046 -0.918 4.250
6.213 -1.282 4.109
6.380 -1.555 3.911
6.547 -1.759 3.682
6.715 -1.919 3.436
6.884 -2.035 3.149
7.054 -2.063 2.848
7.224 -2.035 2.595
7.396 -2.002 2.367
7.570 -1.942 2.137
7.745 -1.848 1.937
7.922 -1.751 1.768
8.102 -1.647 1.606
8.284 -1.524 1.473
8.468 -1.414 1.375
8.656 -1.323 1.277
8.846 -1.222 1.176
9.041 -1.115 1.100
9.239 -1.029 1.036
9.441 -0.944 0.960
9.649 -0.846 0.899
9.861 -0.762 0.854
10.079 -0.684 0.802
10.302 -0.598 0.759
10.533 -0.525 0.729
10.770 -0.461 0.694
11.015 -0.396 0.659
11.269 -0.336 0.627
11.532 -0.277 0.594
11.804 -0.218 0.564
12.088 -0.163 0.539
12.383 -0.119 0.509
12.692 -0.067 0.470
13.014 -0.010 0.439
13.352 0.044 0.410
13.707 0.098 0.383
14.081 0.153 0.356
14.475 0.210 0.334
14.892 0.265 0.315
15.334 0.326 0.298
15.805 0.392 0.314
16.306 0.385 0.343
16.842 0.377 0.288
17.417 0.417 0.232
18.036 0.470 0.188
18.704 0.531 0.155
19.429 0.592 0.132
20.217 0.654 0.112
21.078 0.724 0.096
22.024 0.812 0.102
23.068 0.870 0.164
24.225 0.877 0.197
25.516 0.882 0.220
26.966 0.861 0.236
28.607 0.835 0.165
30.477 0.910 0.121
32.630 0.968 0.151
35.133 0.992 0.160
38.080 1.020 0.196
41.598 1.016 0.242
45.869 0.975 0.263
51.162 0.916 0.255
57.886 0.864 0.194
66.710 0.858 0.132
78.786 0.869 0.069
96.304 0.906 0.014
123.983 0.953 0.000
