# x_shifted(Å)   v_internal(dx/dt_internal)
-0.2558713681 0.1646998155
-0.1574496416 0.0994272810
-0.2505595865 -0.1270333099
-0.2820608312 0.0609861638
-0.2063691303 0.1147278317
-0.3190313932 -0.1370199694
-0.1935515254 -0.1748695626
-0.2762422622 0.2672616710
-0.2749068066 0.2172099966
-0.1376477844 -0.2149933787
-0.2462169557 -0.1540318815
-0.1868620262 0.0074142565
-0.1996777475 0.1725755017
-0.2209997232 -0.1707704877
-0.2495944036 -0.1924921375
-0.2361244904 0.0566038493
-0.2960383756 0.0626651845
-0.2218887644 -0.0298069734
-0.1954551884 0.2337642374
-0.2810276806 0.3114307554
-0.2222304782 -0.0137234912
-0.2251765963 -0.0459043384
-0.2032409022 -0.1011333540
-0.1613090255 0.1755662036
-0.2524738648 0.1532412631
-0.2837405123 0.0050601833
-0.2144800360 0.2220865352
-0.3245086610 0.0200943573
-0.1584940186 -0.1812619712
-0.2729362996 -0.1388912394
-0.1478411661 0.0540301490
-0.2377309477 -0.2409892055
-0.2443461645 -0.0361161568
-0.2259068106 -0.1100074544
-0.2648845629 -0.2072847394
-0.1571905956 -0.1164132782
-0.1239074746 0.0022423912
-0.2868703365 -0.1762802980
-0.2592336816 0.1371815232
-0.3466780446 0.1506903597
-0.2534084364 -0.2472629967
-0.2230981412 0.0164417290
-0.1301509456 -0.0176846687
-0.2886912415 -0.0820356292
-0.2001982297 -0.0782975552
-0.1579060694 -0.0565949250
-0.2717915910 -0.1180996406
-0.2401343404 0.1400016266
-0.1896654590 -0.2592327457
-0.3395948494 -0.2012006920
-0.3085737057 0.1912512681
-0.2374076343 0.1507083072
-0.3043213054 -0.1498262410
-0.2448931552 0.1734771531
-0.1712315184 0.0717936479
-0.2986043988 -0.1044017303
-0.1841135267 0.2476775227
-0.2848351292 -0.0190000522
-0.1800749309 -0.1204563150
-0.2196370197 0.1613507969
-0.2219988450 -0.3003798976
-0.2611321403 0.1321225260
-0.2324933801 -0.1969528822
-0.2802136853 0.1026275151
-0.2689996296 0.1268143026
-0.2349715438 -0.1672710674
-0.2995876151 0.1754742663
-0.1982466844 -0.0772049170
-0.2099066767 -0.2921065203
-0.1651309360 0.1791836396
-0.2940846223 0.1062282923
-0.1500048193 0.3432642578
-0.1529943084 -0.0009820482
-0.2253552759 -0.1322297525
-0.2106205778 0.2173867764
-0.2144449173 0.0476597747
-0.3128170611 0.2513906828
-0.1654967906 0.1256933381
-0.3081601377 0.1171179771
-0.1801576061 0.0074500996
-0.1915728036 0.1856092844
-0.2659270622 -0.2195750387
-0.2154625972 -0.3273860362
-0.2717275075 -0.1569773668
-0.2430044677 0.0766450533
-0.2493333735 -0.1157017941
-0.3485516334 -0.0271711241
-0.2808085835 -0.1086017590
-0.3298176442 0.0997639500
-0.2651366090 -0.2382238920
-0.2009668389 0.2257300683
-0.2313128697 0.2419892269
-0.2266206118 -0.0352006451
-0.2197083552 0.2584553750
-0.2106665126 0.0129826890
-0.3022355456 -0.0243875843
-0.2747506127 0.2523732083
-0.1981273410 -0.2299485046
-0.2244181390 0.1189626347
-0.1893560172 0.1457833212
-0.2545125521 -0.2931437487
-0.1959665190 0.2148006444
-0.2436841487 -0.1087531258
-0.2246581435 -0.1415991463
-0.2676194403 0.0305401057
-0.2221654144 0.2181146451
-0.2653477910 -0.1132369999
-0.2979867444 0.1557757904
-0.1634783291 -0.1729277744
-0.1309013137 -0.1254785062
-0.1738991691 -0.0357179229
-0.2207492073 -0.2051446608
-0.2104856898 -0.0762460967
-0.1510456550 -0.1723546125
-0.2700148515 0.0985384892
-0.1989397431 -0.0946397277
-0.2445522315 -0.0565956764
-0.2534716995 0.2111802591
-0.2650487100 0.3478519845
-0.2504320525 0.0332975350
-0.2497354771 -0.0662202662
-0.1978836881 0.2291083447
-0.2814635325 -0.2326062461
-0.2801031367 -0.0122825448
-0.2307882678 -0.2002664211
-0.2251936541 -0.2354596263
-0.2779361007 -0.0997574379
-0.3011982700 -0.1999939571
-0.2740892445 0.1417922933
-0.1621286449 -0.1882331784
-0.2540264117 -0.2137172088
-0.2191006132 -0.1929588792
-0.2456385118 -0.0345964419
-0.2757828208 0.1195157499
-0.1998482462 -0.2467894660
-0.1737495214 0.1143926552
-0.2258185364 0.3075570714
-0.2538357283 -0.3077655902
-0.2548481095 0.0163406789
-0.2406693290 0.0874746528
-0.2418099569 0.1224438410
-0.2675411415 -0.2808757142
-0.1869577387 -0.1021565275
-0.2201345136 0.1821920264
-0.2664836089 -0.2190864029
-0.2426531118 0.0547235896
-0.2771373635 0.0890166826
-0.1631629005 0.1006823155
-0.1610640785 -0.0621544965
-0.1986115908 -0.0163271254
-0.2557987462 -0.0345583484
-0.3074613667 0.0545537481
-0.2327268734 0.1064343863
-0.1915915992 -0.2055643433
-0.1429015597 0.2341942156
-0.2023006994 0.0960519913
-0.2265429736 -0.0807418236
-0.1878622622 0.0174293078
-0.3004657926 -0.0589096270
-0.2383705379 0.1341161914
-0.2556431441 -0.0749175764
-0.2447413966 0.2093068459
-0.2063161200 -0.0076695520
-0.3000405092 0.0978695108
-0.2002377697 0.0440522049
-0.1372198842 0.0978668884
-0.2084922974 0.0849107846
-0.2136581096 -0.2812697186
-0.1685950887 -0.1082330749
-0.2709257653 0.0896606630
-0.2262799873 -0.0274212125
-0.2964928877 -0.3780960503
-0.1556932945 0.0997844246
-0.2772878981 0.1311142424
-0.3099353016 0.0311917378
-0.2216574283 0.2186955224
-0.2099313527 0.1474006668
-0.1930369379 -0.1568759736
-0.2180869107 0.2890303680
-0.2766877915 -0.1133252779
-0.2822029101 0.1094209822
-0.2829232334 0.0745959072
-0.2436801961 0.0061061404
-0.1302570502 -0.0462252996
-0.1462589977 -0.0543014797
-0.2545071929 -0.0873912962
-0.2371705542 -0.1866763594
-0.3260357817 -0.0767530862
-0.2399244040 -0.1363308545
-0.2177619365 -0.0341681737
-0.3078295700 0.1792917797
-0.2660009042 0.0939610433
-0.3131801157 -0.1189042576
-0.2428142551 0.1888135134
-0.2593587083 -0.0092909005
-0.2411606900 -0.3004723183
-0.2323377590 -0.0320604220
-0.1977975308 -0.0845646029
-0.2474514161 -0.3165376205
-0.1837138247 0.0582781041
-0.1517437152 0.0546534903
-0.1970328718 0.1814564285
-0.1191042387 0.2036089260
-0.1639827510 -0.1198864883
-0.2200070025 0.2297951323
-0.2907762776 0.0707078917
-0.2788557242 0.2166114155
-0.3134363531 -0.0680369762
-0.2677896590 -0.1299692977
-0.2269766347 -0.0284501094
-0.2483451241 0.0020605006
-0.1194045497 -0.0069285179
-0.1690228907 0.1999197080
-0.2462851824 0.2427338215
-0.2810588955 -0.0027039267
-0.2496535151 -0.1367876409
-0.2494115010 0.0828141216
-0.2411778533 0.1400438827
-0.2981618167 -0.1407140894
-0.2104762931 0.1064063636
-0.2448390388 -0.1511521102
-0.2874849311 0.0701809259
-0.1456138907 0.0731492883
-0.3226902878 0.0711395714
-0.2639493137 -0.0179508139
-0.1961880618 -0.0276294275
-0.2579507427 -0.0944881683
-0.2130259240 0.1181819468
-0.1939439139 -0.2881541013
-0.3137349228 0.0844887363
-0.2472790168 0.1548755705
-0.2315335935 0.0114277251
-0.2567901390 -0.1749672892
-0.2243116552 -0.1134725867
-0.2808487864 0.0769413220
-0.1773437259 0.1705595500
-0.2377995683 0.1641169293
-0.2419638373 0.0372168316
-0.2268595113 0.1570076432
-0.3023726840 -0.1737680530
-0.2229335891 0.2899923112
-0.2285813776 0.0956948034
-0.2197429177 0.3291417264
-0.2480453828 0.1464067376
-0.2142309047 0.2519622778
-0.2213164266 -0.0018322583
-0.2273986472 0.0499701277
-0.2136376629 -0.2260263740
-0.1943076572 0.2994090731
-0.1773296874 0.0293713726
-0.2810271728 -0.1081317026
-0.1928472925 0.1265538620
-0.2580521535 0.1528158828
-0.2351059620 -0.0472665215
-0.1236939628 -0.2721211661
-0.1912836589 -0.1788854834
-0.2633767026 0.1621378402
-0.2247797797 0.0787750444
-0.1695482218 -0.1828877387
-0.1487546540 0.0616287345
-0.2670573216 -0.1375307241
-0.3091445774 0.1055503190
-0.1823705276 -0.0249296274
-0.2061720204 -0.0844863820
-0.1382318755 -0.0995446855
-0.2262942958 -0.0953813439
-0.1375411640 -0.0907582388
-0.1808161544 -0.1268765351
-0.2225913421 -0.2030604976
-0.2433976646 0.0520137817
-0.2435305156 0.1181618551
-0.2488738356 0.0823851864
-0.2319343650 0.3114368954
-0.1721372352 -0.2969485474
-0.1850271296 0.2359440740
-0.2488224289 -0.0341709588
-0.2481681651 0.0037846942
-0.2775592758 -0.0484941261
-0.2435406884 -0.0111951355
-0.2239107134 -0.1014052391
-0.2365644333 -0.0736617440
-0.2541737504 -0.0597292693
-0.1465873048 0.1258469977
-0.2543360359 0.0765088686
-0.1783631916 0.0493618536
-0.2481463947 0.0179707585
-0.3022393207 -0.1589856854
-0.2038306278 -0.0650394645
-0.2663308354 0.1448858925
-0.2992536308 0.1390011551
-0.2195102831 0.0315990512
-0.2680192961 -0.1994967795
-0.2546278644 0.1760486402
-0.2611713991 -0.1255013192
-0.1922410633 0.1671483326
-0.2139686331 -0.0111799553
-0.2621884320 -0.0391744310
-0.2368315948 0.1713657344
-0.1360574071 -0.1422828093
-0.2933880870 -0.0368902725
-0.1255040578 0.0550246354
-0.2043248167 0.0902928855
-0.1223935035 0.0998241009
-0.2719539701 -0.0503970218
-0.2567443075 -0.0092527368
-0.1944624427 -0.1933395114
-0.2844892122 -0.0142169403
-0.1927841418 0.2165705415
-0.2373078814 -0.0262448450
-0.1888665638 0.1157166789
-0.1828773895 -0.1574519242
-0.2592770895 0.0753352304
-0.2048820949 0.1144289322
-0.2252104997 -0.1985386137
-0.2979320912 0.0783684071
-0.2305587058 -0.0939515428
-0.1471080072 -0.1561990827
-0.1822636601 0.1590049629
-0.2374893777 -0.0569209411
-0.2268412256 0.0222910058
-0.2219832304 0.2328623495
-0.2266916269 -0.1507906751
-0.2283841227 0.2403079885
-0.1425418313 0.1404553055
-0.1655565568 -0.1656911756
-0.1643164454 0.2203285075
-0.2937329449 0.1210177335
-0.2682915231 -0.0660359739
-0.2291447228 0.0081404718
-0.2581437001 0.1404962294
-0.1887429102 0.0604907598
-0.2191187503 -0.0948274851
-0.1924282508 0.2720769586
-0.3469463264 0.1212399015
-0.2864770450 0.1030105333
-0.2326276285 -0.1695617948
-0.2302247121 0.1137215844
-0.2262541274 0.0937700002
-0.2712341416 -0.0170860861
-0.2627231261 0.2367942241
-0.3488289112 -0.0851584960
-0.2500264665 -0.0281086707
-0.1831886716 -0.0504158318
-0.2859981417 -0.1082639907
-0.2099121697 -0.1244822044
-0.2808597629 -0.0723989612
-0.2338622126 0.3224528623
-0.2739987956 0.0111635686
-0.2474848724 0.1449063415
-0.2319584525 0.2908142717
-0.2695029609 -0.1652805918
-0.2829816700 -0.1233372862
-0.2765692080 0.2185265756
-0.2693283582 0.2748452686
-0.1223454866 -0.0863889271
-0.2425367745 0.1646207339
-0.1804434434 -0.1843321658
-0.2075110628 -0.0453914332
-0.2286847624 -0.0308793569
-0.2344444712 0.0428187344
-0.2219684375 0.0493667625
-0.3083483248 -0.0691691034
-0.2737199730 -0.0417360955
-0.2533850061 -0.0753808331
-0.2877320799 0.0474031047
-0.2310568617 -0.1309120690
-0.2682274069 0.2044561680
-0.2709052323 0.1348315931
-0.1928849432 0.1026548328
-0.2036850335 -0.3640179950
-0.1925325439 0.1597953756
-0.1559358476 0.0886107478
-0.2238211332 -0.3371151439
-0.2767950014 0.1423020924
-0.3320928775 0.0900589818
-0.2167328516 -0.1333550066
-0.2504301049 -0.0033584542
-0.1761392509 -0.2041659746
-0.2817286359 0.1324676192
-0.2762404013 0.2497406030
-0.2530003905 -0.1466533877
-0.2516838039 0.2551659315
-0.2685183732 0.1247022888
-0.1285571592 -0.2139742280
-0.2608406563 0.1582199770
-0.2520028531 -0.3701266824
-0.2249959753 -0.1337055712
-0.2080317751 0.0700454867
-0.2129621754 0.1403978938
-0.2224758918 0.1065872363
-0.2158668065 -0.0133623079
-0.1557276862 0.1210038823
-0.3079622914 -0.1799241644
-0.2474379042 0.0114157284
-0.1895654268 -0.2724028077
-0.2435536624 0.1883759130
-0.1858010864 -0.2257453816
-0.2525817440 -0.1110602271
-0.3001623080 0.0123222958
-0.2353191215 0.0748465542
-0.2977153444 0.0290497696
-0.3546637994 0.1237336543
-0.2070855903 -0.0818006005
-0.1863118264 -0.0219565573
-0.1901191168 0.1436173976
-0.2487934626 -0.3053698157
-0.2520234000 -0.0217582761
-0.2398219789 0.0519625886
-0.1506785213 0.0093603097
-0.1811156076 0.0570821396
-0.1487752933 -0.2472561739
-0.1792750409 -0.1756226084
-0.2576262066 -0.0857069993
-0.1994426908 -0.0089793994
-0.2905510506 0.0510614894
-0.1969834819 0.0197116080
-0.3113139753 0.0443445590
-0.1300732782 0.0362599325
-0.1905533364 0.0432992809
-0.2226225809 -0.2748655525
-0.2227660027 0.0927808579
-0.2850921229 0.0589208653
-0.1990171928 -0.1240401723
-0.2497324207 0.0917954015
-0.1962029901 0.0786950170
-0.2387340881 0.0870936398
-0.2339730447 -0.2578089009
-0.3018180739 -0.2035688516
-0.2232006495 -0.0234162201
-0.2708825865 -0.1103808844
-0.1583708904 0.0429367208
-0.3392199267 -0.1126704221
-0.3002995294 0.1022634542
-0.2875758607 -0.0624514486
-0.2430096826 -0.0431033702
-0.2678495433 0.1202030257
-0.2176703659 -0.1028882871
-0.2582807885 -0.0418095275
-0.1947617496 0.2132113926
-0.2600494285 0.2413770068
-0.3158095983 -0.3185767497
-0.1961310580 -0.0705656879
-0.2464899409 -0.2101193926
-0.2077675451 -0.0180781019
-0.2022623680 -0.1982789303
-0.2961126488 0.0115300396
-0.3249952829 0.1188874441
-0.1470496800 0.0118076763
-0.2097413252 -0.1265124646
-0.2803560654 -0.1746859565
-0.2399185724 0.2140184619
-0.1574234804 -0.2777138677
-0.2928206305 0.0134231641
-0.1420688202 0.1801991423
-0.2145597575 0.0063267813
-0.2300200515 0.1991899656
-0.2141876221 0.3401107203
-0.2003734271 -0.1445118072
-0.2614133724 0.2773294595
-0.3333144774 -0.1286103904
-0.2933121957 -0.0086057814
-0.1666988992 -0.0724900257
-0.1545770838 -0.0184416849
-0.2627754974 -0.0530545964
-0.3055662593 -0.0819777534
-0.2439442941 0.1812602199
-0.2122525372 -0.1661791767
-0.3204351891 -0.0581396927
-0.1958660845 0.0319317311
-0.2510890355 -0.1222098484
-0.1720226980 0.1028403810
-0.2745718779 -0.0140432221
-0.2314061375 -0.0356896221
-0.1900670072 0.2287544103
-0.1645356285 0.3218997780
-0.2834428295 0.1509541616
-0.3004391309 0.1874348352
-0.1355226692 -0.2848507870
-0.2103972600 -0.1219884074
-0.2350138502 -0.0202365662
-0.2138309772 -0.2410900598
-0.1175167219 -0.1231719290
-0.1695425272 0.0664158186
-0.2362595866 -0.0780918148
-0.2242327806 -0.0424693892
-0.1809729252 0.2656297805
-0.2060978837 0.1873036984
-0.2872474228 -0.1724425706
-0.2271310807 0.1821314252
-0.1886216960 -0.0276092431
-0.2053381919 0.0535719997
-0.2735186989 -0.0017378195
-0.2389475732 -0.0188655159
-0.2588626212 -0.1252499249
-0.2834121069 -0.0797353727
-0.1723812749 0.2291078015
-0.2261088144 0.0574941971
-0.2055689162 0.0632819096
-0.2290524569 -0.3220442819
-0.2016239631 0.0101921900
-0.2671563557 0.1113779521
-0.2508105609 0.2163275943
-0.3288283932 0.0700693150
-0.1483045307 0.0671044526
-0.2643176114 -0.1400947044
-0.2013187852 -0.1623001865
-0.3271119355 -0.0797689653
-0.1888434623 -0.0138189179
-0.2327364431 -0.0100981760
-0.2294311627 0.1005851055
-0.2487877313 0.2068279599
-0.2009811384 0.0033476082
-0.1832576455 0.2095661013
-0.2398926142 0.2502701073
-0.2132712354 -0.0297889488
-0.2428133658 0.1411749855
-0.2177683625 0.1133246228
-0.2140909599 -0.1300682419
-0.2295183231 0.1018939757
-0.2066639306 -0.0899281958
-0.2820043641 0.2551917276
-0.1597849282 0.0295637074
-0.2855297617 0.1256677284
-0.3241476802 -0.0278228633
-0.3287292750 0.2261353229
-0.1482357335 0.2242060420
-0.2180344653 -0.1049175482
-0.2533523435 -0.0001214332
-0.2370381366 0.0107567452
-0.1621855066 -0.3608183262
-0.2233006351 -0.1522051906
-0.1960394760 0.1155313110
-0.2040464187 0.2413329721
-0.2328272976 0.1361988373
-0.1895005465 -0.0581647979
-0.2588705265 -0.0295441244
-0.2094820429 -0.1766190611
-0.1533459967 -0.0492311623
-0.1602215677 -0.1004542557
-0.2417286647 0.2548824202
-0.2325475362 0.0946882727
-0.2451214257 0.1568462934
-0.1796486619 -0.0046524804
-0.2498299569 0.1349556162
-0.2124448698 -0.0442645607
-0.3200850511 -0.1578733531
-0.2202971517 0.1244549658
-0.2127407364 0.1034627999
-0.3362854022 0.2849575302
-0.1488778441 0.0522194114
-0.2314524202 0.0831530150
-0.2121122796 0.0269946173
-0.1842299322 0.0023299277
-0.2261634782 0.0421389181
-0.3326452873 -0.1198928004
-0.2093278561 -0.0427363328
-0.2474168605 0.0915390738
-0.1772581064 -0.0096444112
-0.1562874060 -0.1825464745
-0.2083251368 0.0587293829
-0.1976934080 0.3645413131
-0.1984155013 0.0090652478
-0.2414146910 -0.0069080619
-0.2259353705 0.0098194291
-0.2007464463 -0.0704009278
-0.3120163005 0.1586858968
-0.2214929234 -0.0138467022
-0.2460676323 -0.1529118071
-0.2263850385 0.0141984802
-0.2327073691 -0.2435805736
-0.2323624057 0.1078280221
-0.2524587312 -0.0041828826
-0.2657299174 0.1015863728
-0.1702600284 -0.1231797078
-0.2228924651 0.0048238503
-0.2974591394 -0.0295538724
-0.2675460334 -0.2094730759
-0.1599904189 0.0813985210
-0.2718078546 -0.2910334000
-0.3403953596 -0.1584122353
-0.2069063081 0.1785362174
-0.2363889867 -0.1702841545
-0.2573202456 -0.1011291970
-0.2648848276 0.0280979221
-0.2600528382 0.1779090295
-0.3015893900 -0.1582364082
-0.2092982480 -0.0503738632
-0.2926451631 -0.0680663532
-0.2329781602 -0.2048240310
-0.2877861066 0.1678128631
-0.3039185173 0.1748696704
-0.2163319002 0.2115183400
-0.2226541387 0.1925042636
-0.1807327413 -0.1100942384
-0.2160777036 -0.1017283013
-0.2972047364 -0.1802669287
-0.1627784087 0.0517175277
-0.2290631935 -0.1771985938
-0.1633655224 0.0500753490
-0.2637648841 0.1688082437
-0.1956478210 -0.0025927112
-0.3398118172 0.2942742749
-0.2788197694 0.1025283389
-0.1267899750 -0.1693990266
-0.2133824412 0.1989437598
-0.2473954782 -0.1399646494
-0.1773642024 0.1976287041
-0.1955928353 0.0444981371
-0.2363278550 -0.1164391319
-0.3164658753 -0.2473748298
-0.2649326859 0.0858755543
-0.2017127760 -0.1425341072
-0.2287361587 0.1009245258
-0.1935766377 0.1389891093
-0.2449142792 -0.0412502585
-0.2948027492 -0.1173789964
-0.2865793751 -0.1091953139
-0.2576930620 0.3749332426
-0.1595980027 -0.0105267238
-0.1560644592 0.1081212679
-0.2649840541 -0.2446526904
-0.2123024360 0.1054898822
-0.1475444214 -0.0875504970
-0.1708192867 -0.1305070126
-0.2354635630 -0.1080698007
-0.3103149122 -0.0886956783
-0.2214812526 0.0491110442
-0.2918259034 0.2224784715
-0.2463880381 -0.1231653534
-0.3331322797 -0.0242748711
-0.3063560853 -0.0592821849
-0.3203075795 -0.0645762411
-0.2336526857 0.3891128490
-0.1451976282 -0.0115660115
-0.2701616679 0.0709672816
-0.2797296711 -0.3691397392
-0.2629784547 0.0920501078
-0.2270979829 0.2994527813
-0.2986142571 0.0038817678
-0.2265845585 0.2585577596
-0.2534159032 -0.2449410644
-0.2598096339 -0.0317896441
-0.1614392679 -0.0714456478
-0.3309139365 0.0671189394
-0.2231529252 0.1430591379
-0.2160613476 -0.0223112328
-0.2134061409 -0.0145688546
-0.2989782193 -0.1710949034
-0.2324558356 0.1059619691
-0.3053013873 0.0308096208
-0.3068169335 -0.2420032740
-0.2475986164 -0.1465198949
-0.2243475329 -0.1029716283
-0.2699973236 -0.0412762874
-0.2763658599 0.0215319607
-0.2724111496 0.2179243575
-0.2161311081 0.0950057765
-0.2139423139 0.0796741606
-0.2358913682 -0.2512010292
-0.2747902051 -0.0363532442
-0.1357024032 -0.0886292976
-0.2403105075 0.0214254393
-0.2363446266 0.0586366075
-0.2397196621 -0.0581115364
-0.2672259736 0.1462067371
-0.1736757280 -0.1333250187
-0.2563879257 -0.0150316153
-0.1717377820 0.1340569305
-0.3433130440 0.0884410094
-0.1616293159 -0.1590021193
-0.1809003239 -0.0389054057
-0.2457063404 -0.0054871031
-0.1537882678 0.0091242045
-0.2612519601 0.0682676581
-0.1971963003 0.0185505807
-0.1258029112 0.2376783575
-0.2851012791 -0.2329936515
-0.2756357364 -0.3226108291
-0.3134088154 0.0449421125
-0.2166649426 0.3677608688
-0.1737009129 0.1692966909
-0.2856571853 -0.0786567363
-0.3052685794 0.1306665067
-0.2318148008 -0.1047043855
-0.2627896512 0.2359901366
-0.2057207428 -0.2072865936
-0.2637390883 0.0744762799
-0.2636814656 0.0296980228
-0.1359826815 0.1513483343
-0.3050775953 -0.0543820113
-0.2812752229 0.0066888827
-0.1893295364 0.0923287440
-0.2025873213 -0.2872283556
-0.2262716809 0.0514077167
-0.2731860522 0.2102940378
-0.2808863444 -0.1615039262
-0.3014853592 -0.0296946958
-0.1335097496 -0.2369022447
-0.1345929075 -0.0091383528
-0.2679162727 0.2141597973
-0.2898367298 0.1078876081
-0.1634554281 -0.1418079532
-0.2078348411 -0.0611526407
-0.2992891519 0.0367589082
-0.2816544300 0.0171742265
-0.1795166364 0.2783458306
-0.2051119585 0.0388601914
-0.2830124891 -0.0592175114
-0.2936244964 0.1004277065
-0.2105003798 -0.0809663853
-0.2525583325 -0.1544783521
-0.2819920631 0.0719061283
-0.3026318253 -0.0664608594
-0.2110235455 -0.0377370098
-0.2287352454 0.1079049740
-0.2187236020 0.0282489334
-0.2133195784 -0.1679475579
-0.2124947563 0.0564615098
-0.2724840781 0.1837285416
-0.2131969229 -0.1437575941
-0.2345574296 -0.0919143880
-0.2824198688 0.0418240749
-0.1486957823 -0.0660003478
-0.2509868944 -0.1362655087
-0.2155771589 -0.1566318788
-0.2605878274 0.1535203649
-0.1874573338 0.1523018427
-0.2373469134 -0.1057462895
-0.3344656665 -0.1596362363
-0.2357084978 0.1731151648
-0.2602849237 -0.2025157660
-0.3218319394 0.2261235840
-0.1404671203 -0.0988831814
-0.2192254963 0.2132480607
-0.1896526859 -0.2892018677
-0.1868637550 -0.0531636365
-0.2306191632 0.0099119140
-0.3033896564 -0.1149683414
-0.2666017189 -0.0987869892
-0.1671112929 -0.0877384390
-0.3452166771 -0.1747451658
-0.2352391820 0.0426942186
-0.1853082250 -0.0510876848
-0.2101388548 0.2615119336
-0.1268858861 0.0513269932
-0.2799230325 -0.0903461411
-0.2647023400 0.1279404661
-0.2572394801 -0.1650733046
-0.1900199796 -0.1741351339
-0.2469706082 0.0764762012
-0.1681256177 0.3116133843
-0.2333857389 -0.0365629327
-0.2194115381 -0.0747189636
-0.1779907676 -0.2154167024
-0.2474908080 -0.0175262739
-0.1900591726 0.1020782340
-0.1589113154 -0.0708546205
-0.1610647233 0.0988889275
-0.2430939118 0.2610697281
-0.1946435092 -0.0735432577
-0.2671281504 0.1930176988
-0.3019829480 0.2509902314
-0.2388876645 0.1440044303
-0.2700776386 0.0019063151
-0.2079370831 -0.0961044732
-0.3353627236 -0.1833533076
-0.1592228221 -0.1802535749
-0.2330572840 -0.0885790243
-0.2366932025 -0.0608918218
-0.3518357975 -0.0153610002
-0.2085620252 0.1628216325
-0.1922907228 0.2128414952
-0.2474621505 0.1574736445
-0.2916709049 0.0158011143
-0.2428245954 -0.0365608219
-0.1998909612 -0.3631371282
-0.3139620463 0.1169375478
-0.2263651362 0.0874747522
-0.2291244292 -0.0459116672
-0.1840768922 0.0834839451
-0.2394252556 0.0925989676
-0.2169789609 0.1854652076
-0.2294856247 -0.0263377650
-0.2383867379 0.1097118270
-0.2074107603 0.0231653749
-0.2400242993 0.1005686081
-0.1954813078 -0.1205996521
-0.2444794370 -0.1221865418
-0.2791616232 0.0119748051
-0.2701656874 -0.0388492672
-0.2026273892 0.0603584756
-0.2437801164 0.1389012638
-0.1606149131 -0.2169545492
-0.2692454986 -0.0963595154
-0.2078315447 0.1662298931
-0.1423971359 0.0481198444
-0.2520282900 0.1183169515
-0.3384737679 -0.1516377494
-0.2420858971 0.0967302285
-0.2011034464 0.2249605392
-0.3371244366 0.0602881536
-0.1960707151 -0.1705833194
-0.2599611906 0.0585187696
-0.3379071066 0.2003815811
-0.2613793564 0.0609558599
-0.2904278468 -0.0381883771
-0.2404973897 0.2167405049
-0.2833919670 -0.1514746935
-0.2454206178 0.1417889439
-0.2495051418 0.0912433881
-0.2284132663 -0.0238516972
-0.1960977317 0.0827161638
-0.2785439578 0.2634479791
-0.1586959445 -0.1980289924
-0.1938060619 -0.0693469201
-0.3261432294 -0.0972110944
-0.2650572460 0.1650773274
-0.2964989606 -0.2243819102
-0.2230131272 -0.1589255421
-0.3080010003 0.1369179182
-0.2075291129 -0.0605120016
-0.2451985403 -0.0052104724
-0.2450617242 0.1730636873
-0.2426011969 -0.1472184624
-0.2301484770 0.0766628714
-0.2748259194 -0.0727114524
-0.1692820559 -0.0197279064
-0.2262090484 -0.0825140898
-0.1776782827 0.1528151651
-0.1957767864 0.2260066644
-0.2169034830 0.0267058796
-0.2447438790 0.3374775460
-0.2211612235 -0.1080296838
-0.2625920361 0.0063221711
-0.1515183732 0.0098095822
-0.2573798574 0.1083918930
-0.1749214533 0.1876335124
-0.2656058346 -0.0038508597
-0.2872644501 -0.1850243154
-0.1738206695 -0.0325685494
-0.2594959180 -0.0427103292
-0.3289314074 0.0406780037
-0.2276695452 0.0714549822
-0.2438114344 0.0646386755
-0.1525068696 0.2249571922
-0.2380045237 -0.0926824682
-0.2067148666 0.1424437339
-0.2377860287 -0.0551629694
-0.2674939718 0.1412536683
-0.1578359403 -0.1521740629
-0.2215782465 -0.1054243450
-0.2251215301 -0.0236448897
-0.2698351174 -0.1387600247
-0.2045239456 -0.0185762844
-0.2488691230 0.0916943978
-0.3173958100 0.0900984031
-0.3517653300 -0.0911666876
-0.1575998158 -0.2529371463
-0.2262979960 -0.3621577469
-0.2176069321 0.3593783888
-0.2119499618 0.2219188375
-0.2054331911 0.2939537602
-0.2568897182 -0.2039185428
-0.2822221490 0.1219781627
-0.2968326952 -0.2373803761
-0.1288599963 0.2035882913
-0.1589644993 0.0884735372
-0.2470778557 -0.0328045226
-0.2674766419 0.0246113745
-0.1466078021 -0.0167995813
-0.2408735417 0.1365203944
-0.2498938851 0.0788785875
-0.2389005099 -0.1189587721
-0.1328179224 -0.2607593185
-0.2336552027 -0.1448325587
-0.1901094274 0.0717692523
-0.2617880983 -0.0560950360
-0.1623212403 0.1700374548
-0.2184499798 0.1170156152
-0.1493205015 0.0127529399
-0.1926067537 0.0892340162
-0.1794931763 0.2762335974
-0.2181184496 0.1306709742
-0.2841423994 -0.0812578785
-0.2467100400 0.1785145260
-0.2070913561 0.1076675245
-0.2620444163 0.2526455014
-0.2306535231 0.0507936157
-0.3126878940 0.1778966783
-0.2525174663 0.0730397209
-0.2120779161 0.0342849306
-0.2209326796 0.1625362015
-0.1662038337 -0.0325471595
-0.3050692087 0.1261144160
-0.2928758717 0.2215502713
-0.2118795561 0.0226138890
-0.3468884828 -0.1885843358
-0.2504181498 0.2715620351
-0.2694369865 -0.1449914300
-0.2771213281 0.1170557264
-0.2101514771 0.0675743673
-0.2035999484 0.2825532358
