# x_shifted(Å)   v_internal(dx/dt_internal)
-0.1620695474 -0.0075142413
-0.1853248523 -0.1323855926
-0.3002988937 0.1251772568
-0.1280126159 0.0542533187
-0.3222522855 -0.0593215188
-0.2339815433 -0.1373857093
-0.1545772550 0.1422975299
-0.1448001754 0.0474124035
-0.2785211208 -0.1490524411
-0.1422748945 0.0516309121
-0.2089365077 0.0527694530
-0.2045880165 -0.1021245508
-0.2580660294 0.2961938399
-0.2454013861 0.1075528698
-0.2314645442 -0.2302308657
-0.1518869949 0.1496157758
-0.1485321413 -0.0233501271
-0.2628522636 -0.0436722210
-0.2588103069 0.0331620764
-0.2671311759 0.1204805378
-0.2201807836 0.1042090809
-0.1786399016 -0.1129918642
-0.2399149859 0.0422794518
-0.1709792324 0.1952143216
-0.2258599704 -0.1110378559
-0.1688710918 -0.1571871936
-0.2832867869 -0.2524025013
-0.1223217509 -0.1432732188
-0.2947031011 -0.1505027601
-0.3206569730 0.1807470900
-0.2392513728 -0.2010330863
-0.3109507034 -0.2332737448
-0.2194622275 0.0359762647
-0.2128480774 0.1019366108
-0.2959266190 -0.1338844442
-0.2610466507 0.2002953281
-0.3326635062 0.0336902758
-0.2649707223 -0.0833909833
-0.3014516452 -0.0093817245
-0.3103722828 0.2841907114
-0.2666024589 0.1280014907
-0.1708997247 0.0447294625
-0.1390182665 -0.0185578997
-0.2008196560 0.0248243092
-0.1833438965 -0.2027614348
-0.2631409731 -0.1021539844
-0.1837947656 -0.1592710862
-0.2557479192 -0.2514287234
-0.2429394349 0.1258624176
-0.2079677642 0.3048788959
-0.2413694084 0.0144196622
-0.1891096572 -0.2404733155
-0.1922129258 -0.2537997147
-0.2258231809 0.0632899500
-0.3057555652 0.0359723104
-0.1666362315 0.1895395198
-0.1922868605 0.1574324262
-0.2455888246 -0.0739791800
-0.2522350780 -0.0637057550
-0.2344311961 -0.0920123146
-0.2038836955 0.0625870027
-0.2067520969 -0.0092209054
-0.2638342276 -0.1722987063
-0.1728013373 -0.0499402384
-0.1779773867 -0.0353587557
-0.2201568458 -0.1380360113
-0.1420602652 -0.1702781745
-0.2882051950 -0.0819012381
-0.2651741774 0.0582613376
-0.1482108013 -0.1269499985
-0.3536786448 0.0820493038
-0.2256761731 0.1431223283
-0.2042153560 0.2248049705
-0.2589097438 0.1007642081
-0.1637070911 0.1676350924
-0.2750334881 -0.2120422567
-0.2384276057 0.0400068184
-0.2679661607 0.0561506494
-0.3193178990 -0.0830918668
-0.2099408329 -0.2000436554
-0.2602150311 0.2024591155
-0.2722788222 -0.0324026650
-0.2397459664 -0.1718128510
-0.2678698620 0.1568499089
-0.1886556710 0.0294579198
-0.1563416638 -0.2844339013
-0.2019262803 -0.0730873053
-0.2234256132 0.1629740754
-0.2281185314 -0.1972273110
-0.1793342983 -0.0020217323
-0.2398168020 -0.0159991882
-0.3414687552 -0.0802670383
-0.2153459023 0.2391623438
-0.2490008260 0.0629706059
-0.2243867199 -0.1836979302
-0.2388460542 -0.0834332234
-0.2278359214 -0.0183591790
-0.3074238846 0.0575973734
-0.2228439593 -0.3050794860
-0.1401007800 -0.0656885438
-0.1904780647 0.1688179915
-0.1467900324 0.0996596504
-0.1284518209 -0.1714368610
-0.2506001369 0.1939841981
-0.1760280325 -0.3224129467
-0.1611435243 -0.0726204865
-0.1631961577 0.1253779550
-0.2775547122 -0.1640120474
-0.1938127716 -0.0982165872
-0.1297778545 -0.2251339727
-0.1313582630 0.1846879830
-0.2188633842 0.2092213882
-0.2091793099 -0.0595157744
-0.2217542000 0.0607005542
-0.2633488991 0.0907328224
-0.2547141700 -0.0846397620
-0.2187571310 0.1573753299
-0.1877990757 0.0944267716
-0.2649762872 0.1080119192
-0.2877821671 0.1047693871
-0.2923124739 0.0684633056
-0.2667438665 -0.2935970376
-0.2493953699 0.1718928744
-0.1890838361 0.3353332220
-0.1441600142 -0.1587924045
-0.2586998564 0.0311623538
-0.2273720209 0.1746587732
-0.2736803626 -0.1797243777
-0.3277720496 0.0574040015
-0.1710464372 0.0566275643
-0.2522554971 -0.1963867122
-0.2424999927 -0.0450873826
-0.2497396818 0.1734685907
-0.2704599906 -0.1782339748
-0.2452463234 0.1180045810
-0.2544104186 -0.0822030531
-0.1658610641 0.0517378081
-0.2373674411 -0.1588464229
-0.2593625109 -0.2940601495
-0.2053262208 -0.2450286722
-0.2677409179 0.0691793993
-0.2579516827 -0.0152308598
-0.2274570500 0.0917759633
-0.3169746947 0.1241254770
-0.2955140312 -0.0082363362
-0.2761326363 0.0285538782
-0.2477246182 -0.1222866507
-0.2517598792 -0.0941405210
-0.3228160784 0.1428111592
-0.2896142670 0.2553841434
-0.2175711360 -0.1712956866
-0.2286225764 0.2615984045
-0.2733555893 0.0299053079
-0.2281045304 -0.0484228812
-0.2406072953 0.1404479062
-0.2486842474 -0.0401841524
-0.2288869191 0.0954873809
-0.2376379118 -0.1598997793
-0.2444284064 0.0967540327
-0.1869153272 -0.1091916614
-0.2723890142 0.1789525033
-0.2411226395 0.0561493261
-0.1716924335 -0.1520260501
-0.2680569008 -0.1142393814
-0.2242068815 -0.1151719611
-0.2299263827 -0.0876613853
-0.2421417922 -0.1675777657
-0.2802448426 0.1191315932
-0.2150559496 0.0008396863
-0.2597331433 0.1094816259
-0.1834526237 0.3856884973
-0.2684861820 -0.3722346401
-0.2995343058 -0.0057893730
-0.2898186560 0.0703152193
-0.2313419511 -0.1764519234
-0.2165362119 -0.0693496895
-0.1810691802 -0.0075188797
-0.2366252843 0.1049579301
-0.2417624979 0.0901788917
-0.1794880001 -0.0341912272
-0.2776016526 -0.0502198331
-0.1870599943 0.1671891943
-0.3361734555 0.1980606606
-0.1707061653 -0.0281197631
-0.2696027306 0.0794755148
-0.3051735962 0.1158325348
-0.2095980409 0.0690615106
-0.1796301313 0.0939605709
-0.2315117325 -0.0262957461
-0.2299690446 -0.0833073128
-0.1474509476 -0.1433762804
-0.2993934154 -0.1263638938
-0.3271586370 -0.0500811813
-0.2621958570 -0.1144762973
-0.2524116301 0.0236230011
-0.2445684840 -0.1200449435
-0.1942766142 0.2382913417
-0.2952561437 -0.0790620922
-0.3049811181 -0.0317475590
-0.1929888157 0.1050748602
-0.2046775317 -0.0951732048
-0.2930144814 0.1422442643
-0.2963198672 -0.3060714969
-0.1957226488 -0.0070931600
-0.2320734861 -0.0349917775
-0.1981266391 -0.0198407179
-0.1846651636 0.0607521798
-0.3376498221 -0.2025182142
-0.2853638067 0.2127297140
-0.2890729688 0.3111514456
-0.2606315885 -0.1885843312
-0.1796410885 0.0518979993
-0.2442040155 0.1496415692
-0.2851379640 0.0059410804
-0.2661664299 -0.2400622168
-0.1984014740 -0.0303141820
-0.1999520195 -0.0245425069
-0.2118091512 0.0653775582
-0.1767558882 0.1910065724
-0.2702465986 0.0569683817
-0.2690746464 -0.0543153520
-0.2100722361 0.0574450598
-0.3293483041 -0.0932714574
-0.1592824807 -0.1989399036
-0.2054588092 -0.1088578828
-0.3249148894 0.0227477892
-0.2322652999 0.0874786891
-0.2500075363 -0.2571810627
-0.1697066955 -0.0683386324
-0.2081863161 0.1623681967
-0.2494573158 -0.3241984808
-0.2673550980 0.2136081566
-0.2402723856 0.0002167391
-0.2850553181 0.0289888987
-0.2108963619 -0.1513659434
-0.2395145862 -0.2420746020
-0.1863032690 -0.2563080447
-0.2066990933 0.1314751089
-0.2960558438 -0.0472436134
-0.3263820930 -0.0389180631
-0.3111990949 0.1482573590
-0.2037035017 0.1661619681
-0.1671598730 0.2281103726
-0.2394435784 0.0958372474
-0.2357171706 -0.1743822340
-0.2495394555 0.0249967300
-0.2812741196 -0.2223702671
-0.1903945687 0.1341971170
-0.2335319725 -0.0698451385
-0.2052230306 -0.1248586601
-0.1675908887 -0.1170773128
-0.2177127081 0.1729988979
-0.2358080411 -0.0378132253
-0.2550322486 -0.0641430049
-0.2112625975 0.0415033956
-0.2460966352 -0.0326748000
-0.2237548404 -0.0287411661
-0.3131406381 -0.3413094479
-0.3452151286 0.0421490356
-0.2495600971 0.0347357101
-0.2349491779 -0.2942512865
-0.1211939743 0.1862800836
-0.2530651523 -0.0438985353
-0.2679464895 -0.0771261084
-0.1984823354 0.0855358451
-0.3138369939 -0.1110213413
-0.2928830154 -0.1876376642
-0.1711656408 0.0388353237
-0.3281417793 0.2368540600
-0.2922356802 -0.1650772086
-0.1785726029 -0.2798928927
-0.2554597967 0.1522849339
-0.1988274282 0.1182802631
-0.2972942271 0.0909006771
-0.1927645621 -0.1326604205
-0.2698529525 0.2297136161
-0.2844825036 0.0591632041
-0.2406036783 0.3062437467
-0.2157976394 -0.0219053085
-0.2335936039 -0.0419656130
-0.1731781799 0.2876689134
-0.2332601527 -0.1385857906
-0.2677847140 -0.0748242277
-0.2269716553 0.0900563246
-0.2630888234 -0.0492252282
-0.2880044793 0.0230453766
-0.1725382705 0.2406515142
-0.2221061835 0.4123553291
-0.3481398066 0.0722512876
-0.2329518231 0.1060195020
-0.2316827523 0.1282732202
-0.2514514993 -0.0990147573
-0.2889208915 -0.0685106313
-0.2048554897 0.1346660765
-0.2564065682 0.2396242677
-0.2201396259 -0.1358794334
-0.2763353354 0.1199278874
-0.1556616724 -0.1257895472
-0.3107882426 -0.1850021786
-0.1455400987 0.0234206721
-0.2572608222 0.0489357459
-0.1962910273 0.1023068151
-0.2426014470 -0.0522153547
-0.1538452170 0.1255670097
-0.2112920026 0.0980907525
-0.2250009110 -0.0107565824
-0.2158305515 -0.0960415349
-0.1907136606 -0.0292556292
-0.1891172443 -0.1047184580
-0.2539486580 0.0202627718
-0.1750572835 0.1879116199
-0.2416331362 0.0489885810
-0.2712998202 0.1930925039
-0.2310453739 0.0401706341
-0.3041821318 -0.0015819762
-0.1710033084 0.0246854538
-0.1622023881 0.0093516915
-0.1229921058 0.1339975350
-0.2407808812 0.0431431249
-0.1849253747 -0.2332394010
-0.2677110957 -0.1287049108
-0.2115642218 -0.0077146341
-0.2514712691 0.0517570274
-0.3227664002 0.1303227797
-0.2120991773 -0.1603048338
-0.2355665504 0.1743742290
-0.2274986271 -0.1847014743
-0.1553024280 0.2269021937
-0.3220247956 0.1001938623
-0.2626126295 0.1394649074
-0.3332750832 0.0613754977
-0.1542533857 -0.2584947594
-0.3135238945 0.0336942233
-0.2410246479 0.0608202879
-0.2139142910 -0.2585517769
-0.3150567685 0.0111512369
-0.2031257026 0.0872715426
-0.3414505773 0.0617334133
-0.3043775810 0.1105278815
-0.2545562185 -0.0605254589
-0.2869878584 -0.0152448930
-0.3200512420 0.2734925115
-0.2290889287 -0.1277318314
-0.1243395941 -0.0003420190
-0.1781401589 0.1716092987
-0.2079220854 -0.0935876395
-0.2675667091 0.0646949059
-0.3092345308 0.1541990650
-0.1361175131 0.0848069226
-0.1861224241 -0.0415501061
-0.3012810038 0.0934505099
-0.3120868794 0.0641666073
-0.1903850933 -0.2282491965
-0.1967834208 0.0049454877
-0.2733581715 0.0930958581
-0.2809933211 0.0328254799
-0.2417124562 -0.0354273538
-0.1763549048 0.0358930676
-0.2002532582 -0.0484340799
-0.1960842194 -0.0108697331
-0.1603803488 0.0061225768
-0.2990329209 0.1104938809
-0.2265192455 0.1716799450
-0.2191382616 0.0420622524
-0.2812572915 0.1497240594
-0.1670169443 0.2295382936
-0.2560005290 0.2207996644
-0.3198925430 -0.0291167616
-0.2637123908 -0.3245648460
-0.1666469179 0.0512149733
-0.1879810780 -0.0968391850
-0.1903800795 -0.0075015877
-0.2606585618 0.1765827728
-0.1585187427 -0.0336059013
-0.2118324332 0.1245679199
-0.1883088108 -0.2962173046
-0.2332779785 0.0114745446
-0.2707602534 -0.0843963818
-0.1446962367 0.0818464248
-0.3039842525 0.2065388803
-0.2767880656 0.2440725007
-0.2876068919 -0.0532389244
-0.2215792845 -0.0835896088
-0.1591363601 -0.1724275355
-0.1846552716 0.1340519591
-0.2273330961 0.0327663564
-0.2412727601 0.0493051404
-0.2069476286 0.4154643220
-0.3058044337 0.1686442122
-0.2742711558 -0.1047885579
-0.3293607370 -0.2324607324
-0.2466254969 0.0880085653
-0.2177662909 -0.0326982769
-0.1719640083 0.1284267591
-0.2370619461 0.1116744408
-0.2416654902 0.0634111881
-0.2091663690 -0.0130930468
-0.2563955487 -0.2526863210
-0.2457277260 0.0941061494
-0.1827889281 0.1303108193
-0.2002223737 0.2402251326
-0.1443413273 -0.0023002681
-0.1877094542 -0.1706372786
-0.1618577751 -0.2856033714
-0.3430840464 -0.0881068639
-0.1639930523 -0.0705567264
-0.1750288711 -0.0704060301
-0.2630759080 0.3117852131
-0.1636937817 -0.1909590310
-0.1927692762 -0.1768212333
-0.2895131809 -0.2424901003
-0.3297688618 0.0401140374
-0.2441557294 0.0674749046
-0.2151418692 -0.0385210990
-0.2836979641 0.2285510539
-0.2454716904 0.1322161137
-0.2618156061 0.0961869884
-0.1356031243 -0.0337344812
-0.2951883252 0.0889352868
-0.2252380981 0.0232067639
-0.1854438823 -0.0545614119
-0.2007613642 0.0793708926
-0.2632282293 0.0723564042
-0.2773232683 0.0636541039
-0.2923859388 -0.1377408413
-0.3278054624 -0.0526265301
-0.1717629985 -0.2478951453
-0.2049251896 0.2602970618
-0.2261463825 -0.0270856468
-0.2735554214 0.0652555620
-0.2391266832 0.2130615209
-0.1957982870 -0.0165255567
-0.2076369002 0.1965216344
-0.2226244351 -0.1063966560
-0.2807253833 -0.0983615149
-0.1732943565 0.1406173872
-0.2240782951 0.3900951882
-0.2332255974 -0.1912413468
-0.2453361644 -0.1241389372
-0.1574532210 0.0225420254
-0.2931896035 -0.2150061299
-0.1791195564 -0.2014533204
-0.2557025841 0.0212090706
-0.3197625271 0.1272750531
-0.2329442646 -0.0110660493
-0.1422360214 -0.1827953866
-0.2491894272 -0.0122897034
-0.2188606611 0.0981996863
-0.2636088462 -0.1255256201
-0.2352276446 0.0730215882
-0.2752203281 -0.1212433467
-0.2367647266 -0.2385960599
-0.3045434806 0.3392588841
-0.1728008738 0.0399679661
-0.2684781545 -0.0684041485
-0.2784413803 0.1934964997
-0.1607598405 -0.1284877677
-0.3545694842 -0.1280406869
-0.2438354647 0.2275858916
-0.2416401897 -0.0323071279
-0.1385575489 0.2176590148
-0.2296412204 0.0817361398
-0.1960665452 0.0012860946
-0.3352847575 0.0636399671
-0.1816663443 0.0323907716
-0.2324536362 -0.1543858408
-0.1624850790 -0.0432280333
-0.2947288896 0.0906916940
-0.1548838703 0.0038152800
-0.2359300754 -0.1066828489
-0.2343359360 0.2135401658
-0.2956241991 0.3108082093
-0.2076522409 0.3840429989
-0.1998298267 -0.0229000568
-0.2807612377 -0.0209237889
-0.2877660217 -0.1371574787
-0.2143153113 -0.1873149883
-0.2554440090 0.1883138182
-0.2771566215 -0.3017460484
-0.3146115302 -0.1427153191
-0.1751179232 -0.1446874297
-0.1402314930 0.0681611650
-0.2208978775 -0.0439038749
-0.2465802495 0.1358574493
-0.2188229086 0.2150075639
-0.2573867845 -0.0925200063
-0.2634302220 0.0200666661
-0.2509224807 -0.1893270704
-0.2571491262 -0.0101732548
-0.3162886881 0.0494572118
-0.2180279498 0.0582775058
-0.2584405773 0.1592732022
-0.2119878638 0.0581102745
-0.1811161253 0.0952976452
-0.2410509112 0.1325586153
-0.1990872541 -0.1054362192
-0.3184570261 -0.1916908401
-0.3021625628 -0.0817856330
-0.3011055824 0.2918875737
-0.3011844795 0.1441487925
-0.2271244789 0.1814335717
-0.2349306464 -0.1421931587
-0.2313049880 -0.2014764498
-0.2734220277 -0.0673714535
-0.2307041160 -0.1099648434
-0.2611180900 0.1843359038
-0.2417258500 -0.0793364292
-0.2398049882 -0.1025724356
-0.2938294558 0.1154038698
-0.3172784690 -0.0391270412
-0.2669755232 -0.2365337609
-0.1733926095 0.2033122359
-0.2319071348 0.2848758282
-0.1995471459 0.2453081523
-0.2303102248 0.1659332931
-0.2704647162 0.1038982319
-0.2595959659 0.0559046766
-0.2321242322 -0.0281464705
-0.2553727262 0.0385474232
-0.1860402397 0.0756687703
-0.2428156274 -0.0887447752
-0.1698077501 -0.1540739436
-0.2347495329 0.2217958061
-0.2433292086 0.0952431739
-0.1930788196 0.2295278384
-0.2080075267 0.0420889305
-0.2828405351 0.1675169064
-0.2404032995 0.1381774099
-0.2720983444 0.0210249265
-0.1723455401 -0.0476855024
-0.2290588569 -0.0599396017
-0.2540945954 0.0507589109
-0.2187741157 -0.0613335838
-0.1881419076 0.0977565445
-0.1303894653 0.1867879325
-0.3255531610 0.1062131433
-0.2497968480 -0.1666092565
-0.3039797862 0.0290561057
-0.2149100062 0.1617258707
-0.1729144977 -0.0172705501
-0.2735902627 -0.1798034496
-0.1552543904 0.1686753156
-0.1917752099 0.2808489870
-0.1962301620 -0.2497733037
-0.2903604996 0.0595087226
-0.1376676723 0.1448929012
-0.1686423736 -0.1148255588
-0.1978680215 0.0582978417
-0.2131712297 0.0043191465
-0.1853064587 -0.0815253138
-0.1612146928 -0.2162398158
-0.3335520824 0.0300908115
-0.1914368494 0.0028483183
-0.1922639488 0.1520742080
-0.2241834165 0.0452358303
-0.2360913950 0.0605120587
-0.1802722112 0.2185042854
-0.2087582580 -0.0285003135
-0.2305066363 0.1219814086
-0.1448529196 -0.0852026150
-0.2866924765 -0.1398874538
-0.2323974916 0.1436875804
-0.2329521116 0.0770187820
-0.2506669913 0.0184434815
-0.1980085216 -0.1904990225
-0.2622752819 -0.1534534913
-0.2042578373 -0.1324865062
-0.2405263771 0.0575552341
-0.3225223055 -0.1290993041
-0.2415359674 0.0504895033
-0.1790675950 0.1228244712
-0.2401927428 -0.1460986748
-0.1913649804 -0.0196340404
-0.2126523447 0.1428620331
-0.2116683483 0.3081299463
-0.2809196103 -0.0212501918
-0.1786082689 -0.1881058167
-0.2515316307 -0.1285221601
-0.2235975544 -0.0954495050
-0.3162774460 -0.0178124121
-0.2618082760 -0.2206072290
-0.1987941346 -0.1399618036
-0.1886410861 0.0113027958
-0.2703595574 -0.3113303959
-0.2184771554 0.1641031980
-0.2186138693 0.1340811721
-0.1749886287 -0.0194382838
-0.1263811923 -0.0692527070
-0.2216791244 0.0815850884
-0.1512643148 0.2550795401
-0.1554571823 0.0184395397
-0.2633991931 0.0031387631
-0.2068298889 0.0186838985
-0.3183144171 -0.0561701760
-0.2334419432 0.0703868041
-0.2407583598 -0.0013647013
-0.1779724709 -0.1983042880
-0.1240801724 -0.0466034573
-0.2832535812 -0.1721060102
-0.2335987010 0.1023111045
-0.2389322602 -0.0321949791
-0.2528429248 0.2348655642
-0.2408203873 0.0121621112
-0.2655030979 0.0389427669
-0.2018744195 -0.3080435679
-0.2018723717 0.3206619578
-0.2014077590 -0.1315923937
-0.2050378958 -0.2760702691
-0.1906406781 -0.0652001061
-0.2072446434 -0.0733300293
-0.1303844936 -0.0250365021
-0.3223551383 -0.0480828394
-0.2954394066 -0.0721862285
-0.1511942262 0.0324105337
-0.3211289328 0.3128132630
-0.1528320188 -0.2310816365
-0.2751340734 -0.0362675961
-0.2239717169 -0.0323648720
-0.2447031267 -0.0117309216
-0.2930635291 -0.2540178374
-0.2435714258 0.0939130991
-0.1676363470 -0.1579188997
-0.2224379531 -0.2406268753
-0.2273669333 0.3537870439
-0.1366881368 0.0390627042
-0.2668788657 -0.0233911654
-0.3119702128 0.1800429679
-0.3214346097 -0.1611179042
-0.2194688879 0.1261914927
-0.2453642486 0.1076020513
-0.1244011423 0.0172604409
-0.2960545278 -0.0333315728
-0.2053727222 -0.0514402647
-0.2316534632 0.2783953646
-0.2548777185 0.2640460183
-0.1559912462 0.0304480166
-0.2955621084 -0.0692945312
-0.2193732968 0.0524336370
-0.2497405515 -0.0393707284
-0.2332383939 0.1042437807
-0.2234146224 -0.1190441640
-0.2335773308 0.1720896282
-0.2463269354 -0.0707870580
-0.2338963314 -0.1275535775
-0.2666546549 0.2140237860
-0.2537562727 -0.0578502888
-0.2588205275 -0.2102397724
-0.3416472665 0.0783975755
-0.1647355061 0.0429771886
-0.1967311596 0.1093252924
-0.1802855166 -0.0433158752
-0.1965695420 -0.0754749890
-0.2361684064 0.0799686498
-0.2827796367 -0.0367266856
-0.2764445859 -0.1817628060
-0.3167039630 -0.0652967514
-0.2660014059 -0.0857162868
-0.2679102253 0.0857913308
-0.1802470002 -0.0511451559
-0.2603575775 0.1427401068
-0.3122830058 0.0093648629
-0.2365767669 0.0056946564
-0.2660304326 -0.0702900506
-0.1588798447 -0.0072793201
-0.2228261041 0.1535137644
-0.2460368559 0.1052951098
-0.2577069108 -0.0357406013
-0.2242807254 0.0349337057
-0.1773431758 0.2326856020
-0.2353527242 -0.1416929035
-0.1534740867 -0.2078029405
-0.3488264576 -0.1297159408
-0.1486426166 -0.2268248339
-0.2714688208 0.2054506132
-0.2009314748 0.1259065962
-0.3131623068 -0.0204665302
-0.2542950774 0.2167802910
-0.1901717524 -0.1367404356
-0.2278549814 0.1400155408
-0.1737251869 -0.2538931651
-0.2415984368 -0.0101855091
-0.1498931645 -0.2727995410
-0.1879400548 0.0586398304
-0.1764307852 0.3441417988
-0.1787748469 -0.1598792020
-0.1540416116 -0.0252342847
-0.2046104612 -0.1382932537
-0.3070314032 0.1319403988
-0.1692359177 0.2766908811
-0.2185973408 0.0246615430
-0.2547277669 -0.0399191649
-0.2610805594 0.2441922465
-0.2912821707 -0.0803055707
-0.1939380891 -0.0188291409
-0.2643389771 0.0327426486
-0.1911172495 -0.0413497961
-0.1802660114 -0.0112663010
-0.2236795505 -0.1252468314
-0.2092722839 -0.0258224350
-0.2728959359 -0.1525942420
-0.2281611419 0.1520806339
-0.2188291209 -0.0392163242
-0.3166702428 0.1312067690
-0.1481138546 -0.0136753442
-0.2631299850 0.2310034971
-0.1978011048 -0.2169025492
-0.2347940155 -0.0955636243
-0.2577708417 0.0201277453
-0.3075053346 0.0834764470
-0.2655547919 0.0371486744
-0.2718250282 -0.1962459936
-0.3355305033 -0.1611367345
-0.2392636387 -0.1904056580
-0.2347484322 -0.0593912526
-0.1766112988 0.0915996021
-0.2638057344 -0.0382058437
-0.2426863875 -0.0442213133
-0.2026593827 0.0381535290
-0.1778245886 0.2556350732
-0.2430468983 0.2490329964
-0.2483682742 -0.0765943496
-0.2826413165 0.1751410755
-0.1533822714 -0.0496480174
-0.3301141450 -0.0393479424
-0.1675440249 -0.2482633058
-0.2422396153 0.0064265947
-0.2556645671 0.2239986201
-0.2305091331 0.2697073032
-0.2425341412 0.1607800847
-0.2562542803 -0.0910889982
-0.2536836372 0.1052563542
-0.2908995236 -0.0548592287
-0.1869952564 0.1202796461
-0.2170190789 -0.1318488072
-0.2446045009 -0.0402084649
-0.1665177759 0.0057847124
-0.1273161698 -0.2045460394
-0.1908855887 0.1681999173
-0.2023634976 0.0267606524
-0.2335984475 -0.1008042778
-0.2056083817 0.1672635754
-0.2271378154 0.2431710340
-0.3000448648 -0.2102267746
-0.1987558791 -0.1654315111
-0.2684748349 -0.1564621315
-0.2613430009 0.3579375112
-0.2355009910 -0.2824891842
-0.2001380688 -0.2719328985
-0.1828509368 0.0730082422
-0.2361080968 0.0010481320
-0.2321207292 -0.1252108818
-0.2071035617 -0.1704316563
-0.1952540529 -0.0081308216
-0.2886625414 -0.0162148218
-0.2528599869 -0.1175635613
-0.1635667085 0.1467421096
-0.1973756125 0.0558612780
-0.1863760398 -0.2332090764
-0.1240541114 0.1618397041
-0.1891221667 -0.0726680263
-0.2487005479 -0.1356498323
-0.1838093593 0.0020996029
-0.2580745496 0.1770146239
-0.1756131516 0.1629765163
-0.3026340647 -0.0733430758
-0.1548428797 -0.0464749780
-0.1968886631 -0.2690641467
-0.1261774399 0.0532891777
-0.1633326713 -0.1845316865
-0.3434693758 0.0016194817
-0.2313062460 -0.1261399718
-0.2009180542 0.0771905792
-0.2328861718 0.1498493296
-0.1372083546 0.0345874084
-0.2295654856 -0.1062291018
-0.2540533880 -0.2049211772
-0.1485370603 -0.0323499568
-0.1856169793 -0.1573008409
-0.1970551934 -0.0678070620
-0.3528840635 -0.0046476328
-0.2575031863 -0.2014780379
-0.2401868291 -0.1965193680
-0.2651710103 0.0125866131
-0.2479674011 0.1535918840
-0.1875721117 0.3961226155
-0.2553059146 0.0744570343
-0.2247669381 0.0605980034
-0.2433653820 0.3218371407
-0.1767838197 -0.1467133813
-0.2822317391 -0.0140893823
-0.2628617904 -0.0414308958
-0.3302696522 -0.1833988741
-0.2789813498 -0.0239324010
-0.2334417190 0.0308851678
-0.2369276583 -0.0411775491
-0.2235875985 -0.0783375287
-0.1308659526 -0.1501099880
-0.1385001146 -0.0691706352
-0.2025211705 -0.3295641977
-0.1907684337 -0.1308802305
-0.2927629111 -0.0091501949
-0.1914433305 -0.0321632516
-0.2227446101 -0.2321804437
-0.2437334529 -0.0302307316
-0.1523746084 -0.0536580259
-0.1328829776 -0.0288084909
-0.2772700038 0.0428138593
-0.2559629396 0.1988671732
-0.2145142642 0.1004893293
-0.2256779188 -0.1790347683
-0.1853532635 0.0385727508
-0.2987317720 0.1890195722
-0.2758460568 0.1365409739
-0.2522626351 0.1622252550
-0.2778013519 -0.0113927174
-0.2817416924 0.0425518827
-0.1228588531 0.0515299992
-0.2014000489 -0.0637805010
-0.1682125196 0.1528530781
-0.1987086405 0.0896328381
-0.1549037236 0.1297430406
-0.2877859635 0.0167814900
-0.2675184143 -0.0702398736
-0.2208023612 -0.0077215921
-0.2181225071 -0.1160610662
-0.2897968707 0.1261700049
-0.3083533444 -0.1035218273
-0.2537507220 0.0724296301
-0.1941970699 -0.2500148612
-0.2559752144 0.0279954440
-0.2627942817 -0.0235635684
-0.3312721069 0.0825158165
-0.2599418134 -0.0978821257
-0.2145444991 0.0490285980
-0.2199298250 0.1764429951
-0.2586767650 -0.0101616175
-0.2177815227 -0.0523110392
-0.1816250537 -0.0393518852
-0.2698271161 -0.0152652963
-0.2431981794 0.1679722067
-0.1373410367 0.1650560002
-0.1802623678 0.1969011703
-0.3299521339 -0.1392112284
-0.1718452088 0.1551301969
-0.2227356907 0.1347065918
-0.3347785486 -0.1054690438
-0.1798196640 -0.0469786242
-0.2716419319 0.2189755719
-0.2835330203 -0.0994168600
-0.1992549163 -0.3165059082
-0.2146837405 0.1612733548
-0.2822220111 0.0413128858
-0.1290207883 -0.1013509309
-0.2747594725 -0.0850174733
-0.2279111554 -0.0530052771
-0.2105837690 -0.0744695985
-0.1445365691 0.1533218758
-0.1554621017 0.2099747948
-0.2807620199 -0.2429742456
-0.1935537136 0.0231119836
-0.2749378776 -0.0709872265
-0.1520996767 0.0276214330
-0.1249056599 0.1093009998
-0.2490131654 0.1571161133
-0.1980909014 -0.1193262809
-0.2892055349 0.1004707627
-0.2393884098 -0.3495481991
-0.2883289115 -0.1534498111
-0.2287879887 -0.1646141631
-0.3218194973 -0.1722811627
-0.2334793609 0.2276651397
-0.2089995561 -0.0955431215
-0.2357978139 -0.0089122175
-0.2359320697 0.1129425567
-0.3433828142 -0.0245943343
-0.3351252129 -0.2323445604
-0.2092058354 -0.0225661092
-0.1929145306 0.0591503262
-0.2020850747 0.0947335013
-0.1694369712 -0.1453472130
-0.1938075704 -0.0404772989
-0.3007150699 0.0149000575
-0.2165443362 0.2125482997
-0.2310917942 0.2365847758
-0.2187139157 0.1140456255
-0.2580264287 0.2027279669
-0.2699639976 -0.1355955034
-0.3055865219 0.0038747926
-0.3023579474 -0.1421689215
-0.2360256235 -0.0793916867
-0.1720563382 0.0405864889
-0.1898032243 -0.1251306773
-0.1208561222 -0.0256088356
-0.2368414254 -0.0184496033
-0.2470994439 -0.0964568824
-0.1614818639 0.0470371891
-0.1448231259 -0.0172308500
-0.1975914145 0.0191944503
-0.1690317952 -0.0031269089
-0.2462312302 0.0956707843
-0.2539978746 0.0814816861
