0.000 171.843 0.000
0.186 142.247 67.662
0.372 93.935 90.966
0.558 59.352 93.153
0.743 32.952 88.495
0.927 14.260 78.704
1.111 2.770 68.939
1.293 -5.553 60.980
1.475 -12.973 53.543
1.655 -19.198 44.763
1.834 -22.309 34.969
2.012 -22.065 26.351
2.188 -20.167 20.075
2.363 -17.979 15.632
2.536 -15.816 12.373
2.707 -13.786 10.051
2.877 -12.062 8.403
3.046 -10.650 7.130
3.213 -9.424 6.069
3.379 -8.290 5.207
3.543 -7.266 4.550
3.706 -6.357 4.029
3.867 -5.521 3.628
4.028 -4.768 3.348
4.187 -4.108 3.157
4.345 -3.525 3.021
4.503 -2.986 2.936
4.659 -2.475 2.927
4.815 -2.016 3.033
4.970 -1.680 3.254
5.125 -1.534 3.533
5.280 -1.612 3.751
5.434 -1.811 3.753
5.588 -1.928 3.558
5.743 -1.889 3.316
5.897 -1.745 3.143
6.052 -1.577 3.064
6.208 -1.435 3.067
6.364 -1.366 3.134
6.521 -1.401 3.203
6.679 -1.509 3.210
6.839 -1.640 3.149
7.000 -1.773 3.020
7.162 -1.871 2.825
7.327 -1.907 2.608
7.493 -1.905 2.398
7.662 -1.875 2.190
7.833 -1.812 1.993
8.008 -1.730 1.820
8.185 -1.641 1.661
8.366 -1.537 1.518
8.550 -1.430 1.396
8.739 -1.323 1.284
8.932 -1.208 1.189
9.130 -1.098 1.117
9.333 -1.004 1.056
9.543 -0.917 0.994
9.758 -0.832 0.938
9.980 -0.755 0.883
10.210 -0.674 0.826
10.447 -0.591 0.783
10.693 -0.523 0.746
10.949 -0.460 0.700
11.216 -0.389 0.653
11.494 -0.318 0.616
11.784 -0.252 0.581
12.088 -0.191 0.553
12.407 -0.139 0.516
12.742 -0.078 0.476
13.096 -0.016 0.439
13.469 0.051 0.409
13.865 0.113 0.383
14.286 0.175 0.365
14.733 0.225 0.346
15.211 0.279 0.325
15.723 0.333 0.315
16.274 0.361 0.309
16.868 0.382 0.278
17.510 0.414 0.225
18.208 0.477 0.174
18.970 0.547 0.141
19.805 0.616 0.118
20.724 0.688 0.098
21.742 0.778 0.087
22.875 0.862 0.132
24.144 0.894 0.194
25.575 0.883 0.226
27.203 0.855 0.220
29.070 0.864 0.148
31.232 0.937 0.139
33.766 0.982 0.159
36.775 1.007 0.183
40.405 1.016 0.232
44.868 0.981 0.252
50.484 0.934 0.257
57.761 0.863 0.198
67.558 0.857 0.125
81.442 0.874 0.058
102.625 0.920 0.006
138.873 0.965 0.000
