5.318110787905585418e-02 9.592161735645756207e-03 8.606226512802981525e-04 2.053659767433588940e-02 4.816635480202185460e-01 5.947934273263581068e-02 1.372135807551883675e-04 1.179665677227779465e-02 9.043736499259956430e-02 2.950473058410200133e-01 1.371841375319369505e-01 -7.069894320761798377e-03 1.027456216978864592e-02 1.409366951174561844e-01 1.385127438088892549e-01 2.726432222502100378e-01 -1.218302086862220468e-02 1.194207827530073020e-02 1.392090395641953915e-01 1.945245556656805819e-01 4.729427297709444256e-01 -1.544423321003350093e-02 4.804716681573256709e-02 1.345391023272634323e-01 2.307123215149284867e-01 5.450019289829938218e-01 -1.617268537135263182e-02 8.977505915932537661e-02 1.616165569525006007e-01 1.782502187323685705e-01 4.993971971541747434e-01 -1.545000146632750232e-02 1.173092956247249047e-01 1.875343235457200552e-01 9.359709871525705160e-02 4.649244448497641957e-01 -1.080506807477130647e-02 1.390426940331326022e-01 2.216063536597399353e-01 2.322648280890445005e-02 6.518320980099233664e-01 1.709005379234073557e-02 1.486142586890004669e-01 2.507078532257602799e-01 3.490889236494785358e-02 3.446324560278930527e-01 2.037156440391734158e-01 1.576275105914141106e-01 2.868528830363497595e-01 7.916068260658774836e-02 1.093587519467404817e-01 2.667125517047331251e-01 1.574783868992421787e-01 2.912237911155351466e-01 1.168818976280838751e-01 4.270503929628235995e-01 2.758438742097704677e-01 1.411358036315582820e-01 2.787932807588475725e-01 1.276046479444390425e-01 3.990666398915903024e-01 2.718527109141982701e-01 1.467099992050175383e-01 2.577075829761698023e-01 1.410975860870638532e-01 3.596908112832803983e-01 2.540946534510378219e-01 1.523210346413761684e-01 2.339128266991664928e-01 1.450129575686867622e-01
6.518320980099233664e-01 5.450019289829938218e-01 4.993971971541747434e-01 4.816635480202185460e-01 4.729427297709444256e-01 4.649244448497641957e-01 4.270503929628235995e-01 4.239682822792826822e-01 3.772582702263855281e-01 3.323609261138782411e-01 1.780813345725845986e-01 5.229965897344301951e-01 3.421063284924518721e-01 4.083668756497831343e-01 2.322485270131950108e-01 9.409425036597572622e-02 4.403409277636218810e-01 3.658302177430172164e-01 5.594155313224730142e-01 4.648722330732988905e-01 1.737502409222027033e-01 7.496853064916851606e-02 1.514273951065427393e-01 1.970956609142625882e-01 3.011107158320641131e-01 5.022239160219570397e-01 2.341220539997690975e-01 3.824902123706468982e-01 3.988006164353573579e-01 1.380142465422763143e-01 4.134285451537356160e-01 3.506521192526114716e-01 6.701560018360177562e-01 2.153202098749968096e-01 5.647797419099118699e-01 3.854331754424693557e-01 3.874396184860933734e-01 3.828623555915304233e-01 4.513330416269487055e-01 4.699396062804198082e-01 4.610517352911787103e-01 4.041420413384220756e-01 1.480709753647231619e-01 3.786048195815063799e-01 1.959849191670434698e-01 4.396145498464656409e-01 3.011808357691798665e-01 4.637797782747151154e-01 7.719926773036860090e-02 3.904122197991669596e-01 1.556444075625659507e-01 2.927202670046752941e-01 3.696862756911093451e-01 8.744433299893018818e-02 4.543615089941315799e-01 1.063953694443988129e-01 8.891260735357182921e-03 3.911105740946732579e-01 3.291048242244861144e-01 2.314296302127404892e-01 4.855161023078065630e-01 1.828081510229955242e-01 3.759585028722792210e-01 4.214595888158658155e-01 3.921567674265739600e-01 1.197952868496652001e-01 3.517290305463112166e-01 5.662817462146412240e-01 3.772509468843584512e-01 4.502480207820749314e-01
6.701560018360177562e-01 6.518320980099233664e-01 5.662817462146412240e-01 5.647797419099118699e-01 5.594155313224730142e-01 5.450019289829938218e-01 5.229965897344301951e-01 9.126466372341135447e-02 3.557354902657176021e-01 5.095100925796900437e-01 3.058861973436091675e-01 1.555208831733362607e-01 4.807536118643713219e-01 2.306312134181461582e-01 1.923113571722961379e-01 4.062031762272302338e-01 6.054147543852150815e-01 2.404199738527227070e-01 9.369619952866950485e-02 4.384113494029909242e-01 7.136078765256811396e-01 4.709259127626910235e-01 4.919488515721749389e-01 5.461807403772771519e-01 6.324974033889867453e-01 1.618684914932924379e-01 -1.177666821094572672e-02 4.117545932448198331e-01 3.098134360891169337e-01 4.929440424166223189e-01 3.010096329183665764e-01 5.415608002183731617e-01 1.119224327467362862e-01 5.851805563898462292e-01 3.887608544476297556e-01 4.743311900992468466e-01 3.888993482702700066e-01 1.690329790446569724e-01 3.892086808466647674e-01 6.095218563060936789e-01 2.391210607326177684e-01 5.115243553372278429e-01 4.711545327661395555e-01 9.889027840897425536e-02 5.644080438069501993e-01 1.594889030071458269e-01 4.313123105808594482e-01 1.010568101643240929e-02 3.493617895192567824e-01 1.249910099940127334e-01 -2.643881592403445752e-02 4.051672533564450451e-01 1.210574731601247594e-01 3.467772887491356038e-01 1.096379524788117510e-01 3.914634531884766955e-01 4.935141113145287695e-01 2.286049596318098787e-01 1.087429781696982751e-03 3.708484512815612422e-01 5.084470406253949193e-01 3.672591762279596717e-01 3.239051330532926598e-01 9.519584969290356691e-02 3.209553645048835446e-01 5.877122476847456145e-01 4.889510413963257807e-01 3.142349970222897970e-01 4.194108879188043204e-01 4.702530611162806795e-01
7.136078765256811396e-01 6.701560018360177562e-01 6.518320980099233664e-01 6.324974033889867453e-01 6.095218563060936789e-01 6.054147543852150815e-01 5.877122476847456145e-01 4.943771787635804493e-01 2.623888139017592214e-01 2.841336955233796924e-01 5.141301093361226870e-01 5.216698964525545712e-01 5.352242772423236872e-01 5.826419210800491966e-01 1.130869375396843235e-01 4.207098828263478030e-01 5.414803435537780540e-01 1.822204891799356630e-01 2.891725980354434289e-01 5.766730344932342600e-01 4.725872972242790016e-01 1.682102151108835486e-01 6.041324484880334911e-01 2.875405928157045432e-01 1.915981337988272026e-01 1.932292451683814138e-01 1.497346808132888063e-01 5.516913008086894443e-01 2.310135013200267373e-01 7.161881239284100253e-01 3.096994868445835380e-01 2.238901211876059560e-01 4.085305171301471527e-01 1.449120127873033126e-01 5.866600204673956265e-01 5.138578392551068630e-01 3.461694117413790517e-01 3.729467730780202661e-01 2.963239567055678814e-01 4.000054235632014565e-01 4.318813798700532058e-01 1.157355296049729920e-01 1.675821317646352671e-01 4.362514336321161035e-01 2.240291623687212241e-01 2.496339207444552843e-01 1.905789182226828027e-01 3.626373968357608502e-01 3.752958751454035791e-01 2.743911437231648653e-01 2.841379056586247898e-01 1.551482334879909220e-01 5.285536362527690768e-01 2.143254699322964807e-01 1.277908202783016312e-01 1.730986938271004416e-01 2.190440283841656177e-01 4.230016437394279460e-01 8.793594197025764170e-02 3.475208922416751500e-01 1.976053615349855075e-01 3.140494759877484610e-01 1.773654451426197043e-01 2.486838230478939649e-01 5.813244603279981576e-02 1.747222939935135222e-01 1.589441210786440017e-01 3.722968404909561269e-01 3.247598691713293739e-01 7.518355167328782951e-02
7.161881239284100253e-01 7.136078765256811396e-01 6.701560018360177562e-01 6.518320980099233664e-01 6.324974033889867453e-01 6.095218563060936789e-01 6.054147543852150815e-01 4.859392827588379649e-01 1.271025594178133433e-01 5.252553063102906039e-01 5.322277226479660284e-01 2.914911575933109567e-01 5.585087991413874020e-01 1.725657206641187380e-01 5.746961393941157903e-01 6.808687489824899464e-01 7.000373450105701334e-02 6.728677165090127255e-02 4.951308423329081054e-01 4.323084451177575671e-01 4.088875135866689159e-01 6.179065626929012289e-01 5.152485462474416522e-01 3.667186500531618987e-01 2.773106358138114347e-01 4.146914431978232507e-01 3.511212589111028515e-01 2.046287297234600233e-01 3.099466609432034447e-01 2.215794118864527484e-01 1.430648985479897328e-01 5.888407966013726735e-01 1.024206727794841204e-01 4.253234553309435673e-01 2.676345098053765081e-01 3.017993705798432957e-01 1.532972687103033027e-01 3.443963953854800586e-01 1.988814420190764543e-01 1.026232981626774010e-01 6.382010630323664557e-01 2.116617051114811077e-01 3.603282268599517502e-01 6.709642150691393914e-01 2.761223343759406923e-01 3.599602100170306018e-01 5.888921311267725223e-01 2.064057999127569543e-01 3.598095426732149105e-01 5.053722300334752005e-01 4.938476618299762477e-01 5.107299225965080680e-01 3.930745705740251728e-01 5.663565289314078655e-01 3.068606941567215696e-01 2.476957768730429776e-01 1.088417728593810835e-01 5.744509670025665926e-01 4.485039409812727751e-01 4.542315898456500411e-01 4.960296577262205409e-01 6.958273035466413514e-01 5.073388459417359497e-01 5.071590301157923308e-01 1.126755469773164930e-01 3.471797337639274256e-02 7.081476547499275798e-01 1.468773897749519330e-01 3.804597606838033275e-01 4.582246270542231215e-01
7.161881239284100253e-01 7.136078765256811396e-01 7.081476547499275798e-01 6.958273035466413514e-01 6.808687489824899464e-01 6.709642150691393914e-01 6.701560018360177562e-01 3.612158205262481214e-01 4.135346021895071611e-01 4.129391340619639750e-01 5.813012615472397115e-01 2.818892716048723157e-01 1.330400895907545011e-01 5.351535959693706213e-01 5.077604255487550011e-01 4.020339314612734749e-01 5.588348158114266884e-01 2.803019234753137412e-01 4.067677577222476026e-01 4.188299952031567241e-01 4.200160121366973143e-01 1.752415628310464435e-01 4.438469454097703215e-01 5.345173987127519455e-01 3.556555930449014635e-01 3.661737423292779625e-01 2.848460160537656383e-01 4.625742018242267051e-01 6.161070098152562347e-01 4.728069283515232146e-01 1.088819215444053606e-01 5.628885145217024100e-01 1.953355258756760693e-01 3.979032831746513454e-01 3.706578176200546193e-01 3.373311330117090834e-01 1.115524741925543600e-01 6.380029893135206187e-01 3.750390140346683276e-01 6.383476318771414970e-01 5.562053221934142311e-01 2.973425478075281125e-01 4.270523564341850986e-01 5.230030611207600044e-01 6.762519075550289527e-01 5.739694745334549264e-01 7.150281877504411909e-01 6.230757628146775806e-01 3.751179432207003561e-01 5.463643990287101460e-01 4.247077402940621083e-01 3.557170848377256833e-01 2.137652089396501198e-01 2.782771211258885935e-01 3.241018187887371726e-01 3.148793737417746041e-01 4.880394003848270712e-01 6.268171063396034137e-01 4.462940375773280510e-01 5.146546834589730279e-01 3.553394459250248660e-01 5.772978940123838498e-01 1.509157818847761123e-01 4.585219849898672928e-01 6.053681614525497912e-01 4.535036844038464188e-01 1.637278312435296868e-01 2.456920654823162298e-01 6.764249300304548962e-01 1.029495234092953349e-01
7.161881239284100253e-01 7.150281877504411909e-01 7.136078765256811396e-01 7.081476547499275798e-01 6.958273035466413514e-01 6.808687489824899464e-01 6.764249300304548962e-01 6.647782889901628911e-01 1.562521942484358384e-01 5.388693703076538055e-01 7.077429072176574243e-01 4.227528904500981732e-01 3.452508291195926504e-01 6.379325638906422347e-01 3.259658541499064754e-01 6.446318527553738242e-01 4.376829057810561752e-01 1.755650260484616643e-01 4.920587266707137641e-01 6.181386353952252888e-01 5.492077223076224923e-01 4.034348646150599516e-01 6.333075742084750548e-01 3.123703032896996690e-01 4.327115211695910513e-01 4.214000215622022427e-01 5.964978683120399916e-01 2.208858470376600658e-01 1.680948376605045647e-01 4.824253263808562786e-01 1.148575043183699268e-01 6.136170563102590902e-01 4.109132714943079523e-01 5.877445909853974415e-01 4.793167408425607623e-01 3.417335033484534823e-01 6.529720146945497961e-01 5.276294276855294507e-01 6.940159573988992081e-01 5.895552124023226703e-01 4.744383962087858619e-01 1.767331018442780954e-01 3.456285405103178276e-01 4.243788384599915808e-01 4.639722031394040713e-01 5.080968418593458935e-01 4.026064199542939148e-01 3.850274026449303499e-01 5.286282426051742284e-02 6.573607571324865395e-01 4.216953527143132985e-01 3.781971588272996510e-01 5.911684422384547721e-01 3.023549887553459437e-01 3.956289924355023135e-01 6.552373763329701062e-02 2.892800707545831185e-01 1.173134019019912155e-01 1.965312526459959130e-01 4.995049067126692277e-01 6.295659100834510857e-01 5.051164327056799630e-01 2.392093418846390485e-01 4.043726184727063910e-01 4.345013539307781003e-01 3.688282511043557421e-01 1.473602335836193822e-01 3.174066042308178459e-01 5.220596342314260951e-01 4.226517481513369368e-01
7.161881239284100253e-01 7.150281877504411909e-01 7.136078765256811396e-01 7.081476547499275798e-01 7.077429072176574243e-01 6.958273035466413514e-01 6.940159573988992081e-01 2.187298830227351332e-01 2.281346047755421491e-01 2.365479548640940510e-01 6.300515457991815449e-01 2.276526856153265610e-01 4.393742336532594495e-01 2.009673589772600355e-01 3.522676354709735613e-01 8.030527752862987034e-02 2.065929890220878362e-01 5.805276825052928524e-01 6.624242962933339918e-01 3.878398023433634600e-01 2.296966802817856368e-01 4.960659936767694012e-01 7.066223737040153718e-01 4.353556163208567864e-01 2.505222387284051777e-01 4.964072455205619239e-01 5.219484794031864494e-01 4.082498303931702544e-01 3.233554913654727581e-01 2.902783822549442894e-01 5.003718596225020798e-01 3.757865242432452679e-01 1.776155976000441672e-01 3.060883355511069270e-01 2.804738069063033579e-01 1.526620553565530836e-01 3.970457473421833416e-01 4.118320556738367944e-01 5.440941046123858316e-01 5.744768069699536239e-01 4.671736120947505011e-01 3.891938590334427794e-01 4.497914451482452614e-01 4.570848404055450342e-01 4.061202032899456915e-01 2.873696933761696881e-01 4.228584792152619842e-01 3.761767209327207540e-01 2.230100864712216135e-01 2.109900577073762773e-01 6.848026165370314500e-01 4.330750377102783322e-01 4.023955197165649533e-01 5.877617586518980586e-01 4.394356292083363980e-01 4.708697793494961426e-01 1.543494416790524293e-01 3.633072101526413911e-01 3.293824169143350078e-01 5.550326620879221240e-01 4.650556771504916753e-01 5.061300225974025846e-01 5.193616905678007933e-01 3.919375554607930634e-01 3.730707562591851767e-01 2.816985951499644258e-01 5.585695858095633959e-01 1.615868126706339614e-01 3.752701629540596273e-01 5.901576763262830205e-01
7.161881239284100253e-01 7.150281877504411909e-01 7.136078765256811396e-01 7.081476547499275798e-01 7.077429072176574243e-01 7.066223737040153718e-01 6.958273035466413514e-01 2.372223359339135362e-01 2.101197772793236274e-01 1.813986392709188433e-01 1.823870538491898508e-01 5.783586441370432984e-01 5.854696873430262904e-01 6.149340588862435286e-01 1.635352360485185508e-01 4.528672785512004029e-01 2.327820290267968717e-01 5.569118795078226158e-01 6.448278909942655179e-01 3.150663011818737869e-01 5.689790660218358997e-01 2.791317581577082430e-01 3.740127447479525413e-01 5.710235007094369708e-01 5.719497158893002142e-01 4.056997245259270080e-01 2.653008983732946802e-01 5.104933145316034038e-01 4.130653518263688317e-01 3.991852671190991853e-01 5.954575143364464473e-01 5.677914412440741021e-01 2.912510864886324047e-01 3.936045927768523911e-01 5.974123896429228697e-01 4.119952313271631472e-01 1.873011497343905485e-01 4.398570839915305619e-01 1.948709704145068500e-01 5.514218493933304988e-01 3.830930569436355460e-01 3.250648352986570955e-01 3.606016371085500882e-01 5.634748660682475929e-01 1.399429047489203770e-01 1.413815310507161027e-01 4.884821777608815974e-01 5.443142639130260640e-01 2.903166093376191581e-01 3.592883282543324897e-01 5.278128443033652806e-01 3.376641833226146638e-01 4.257732233461252735e-01 1.264122400726767625e-01 6.960402710743013310e-01 3.596766600567692929e-01 1.046786750047935255e-01 6.886070031938337221e-01 2.637012551007673622e-01 6.749187763353020619e-01 5.217097725169386191e-01 6.076115211950738892e-01 2.726851914525718623e-01 4.165498196959177002e-01 4.223424063024283637e-01 6.107636180642697088e-01 3.143398315466242043e-01 9.820687270760432297e-02 5.660637141841932118e-01 1.985653686594906486e-01
7.161881239284100253e-01 7.150281877504411909e-01 7.136078765256811396e-01 7.081476547499275798e-01 7.077429072176574243e-01 7.066223737040153718e-01 6.960402710743013310e-01 5.318922396155174592e-01 2.729210486324041285e-01 4.755210845699753275e-01 4.367480773394500915e-01 1.714320097109092375e-02 5.988908110054089740e-01 4.702897143247232736e-01 5.943137059630481112e-01 7.483941550994296366e-01 6.804638398736532201e-01 4.982535461733275106e-01 4.928549905285390387e-01 5.747762192005195780e-01 5.831357885081099868e-01 2.019126063497612145e-01 5.177242913543065317e-01 4.836486892003918348e-01 4.689095205929220689e-01 4.135316302037476688e-01 3.875096630515856289e-01 8.393472351898369210e-02 4.146295322922588511e-01 4.015337015517763120e-01 2.409667382076366438e-01 5.073098717667999802e-01 5.505790776236771933e-01 3.763297360857851825e-01 1.564861144463212395e-01 1.689826871106779038e-01 5.956229391534660911e-01 5.098490653722052013e-01 4.635935156856814676e-01 3.396662898307938883e-01 1.600382007578942112e-01 4.174293160767003075e-01 5.562214664037293810e-01 5.151561492308612822e-01 4.253424368031257785e-01 2.960255818917854054e-01 4.387864827323982309e-01 1.775897608403181616e-01 5.076151446697906300e-01 1.815785716168211439e-01 4.900557974250497884e-01 4.194253409629441487e-01 4.670250009583336026e-01 6.242058760823965269e-01 6.344916019835540322e-01 3.714759190779444720e-01 3.813914690618884773e-01 2.473717133159872017e-01 4.330134322837067007e-01 3.114460888631254698e-01 4.057620086312681562e-01 5.142888697379153218e-01 1.330186080647864644e-01 5.443029726298630466e-01 1.201163289208712764e-01 4.978836159536258466e-01 4.228835962840883922e-01 7.034906112784122811e-01 7.841107127344772165e-02 7.082480399427495410e-01
